sentence_id	source	article_id	genre	topic	category	sent_idx	n_clean	url	text	in_quote	text_marked
dan-836641463989-017	danas	836641463989	kolumna	pol-drustvo	kolumna	17	55	https://www.danas.rs/kolumna/dusko-bogdanovic/letnje-seme-2/	Daleko smo, nažalost, od delotvorne hirurške intervencije.		Daleko smo, nažalost, od delotvorne hirurške intervencije.
dan-836641463989-018	danas	836641463989	kolumna	pol-drustvo	kolumna	18	55	https://www.danas.rs/kolumna/dusko-bogdanovic/letnje-seme-2/	Redakcije televizija N1 i Nova prate sva uzbudljiva događanja po ulicama srpskih gradova i varošica.		Redakcije televizija N1 i Nova prate sva uzbudljiva događanja po ulicama srpskih gradova i varošica.
dan-836641463989-019	danas	836641463989	kolumna	pol-drustvo	kolumna	19	55	https://www.danas.rs/kolumna/dusko-bogdanovic/letnje-seme-2/	Da se poslužim naslovom Tarantinovog filma, čine to „od sumraka do svitanja“.		Da se poslužim naslovom Tarantinovog filma, čine to „od sumraka do svitanja“.
dan-371249651231-040	danas	371249651231	kolumna	pol-drustvo	kolumna	40	70	https://www.danas.rs/kolumna/aleksej-kisjuhas/revolucija-pa-sta/	Ako su mehanizmi moći toliko ukorenjeni i zaštićeni, da postepenost postaje drugo ime za patnju i neodrživi status quo?		Ako su mehanizmi moći toliko ukorenjeni i zaštićeni, da postepenost postaje drugo ime za patnju i neodrživi status quo?
dan-371249651231-041	danas	371249651231	kolumna	pol-drustvo	kolumna	41	70	https://www.danas.rs/kolumna/aleksej-kisjuhas/revolucija-pa-sta/	Da li bi američke kolonije ikada stekle nezavisnost samo kroz pregovore s britanskom krunom?		Da li bi američke kolonije ikada stekle nezavisnost samo kroz pregovore s britanskom krunom?
dan-371249651231-042	danas	371249651231	kolumna	pol-drustvo	kolumna	42	70	https://www.danas.rs/kolumna/aleksej-kisjuhas/revolucija-pa-sta/	Da li bi robovlasnički sistem na Haitiju ikada bio mirno ukinut da nije bilo revolucije?		Da li bi robovlasnički sistem na Haitiju ikada bio mirno ukinut da nije bilo revolucije?
dan-371249651231-043	danas	371249651231	kolumna	pol-drustvo	kolumna	43	70	https://www.danas.rs/kolumna/aleksej-kisjuhas/revolucija-pa-sta/	U tim slučajevima, reforma nije bila moguća.		U tim slučajevima, reforma nije bila moguća.
dan-371249651231-044	danas	371249651231	kolumna	pol-drustvo	kolumna	44	70	https://www.danas.rs/kolumna/aleksej-kisjuhas/revolucija-pa-sta/	Bila je to revolucija ili ništa.		Bila je to revolucija ili ništa.
dan-371249651231-045	danas	371249651231	kolumna	pol-drustvo	kolumna	45	70	https://www.danas.rs/kolumna/aleksej-kisjuhas/revolucija-pa-sta/	Uz svu prolivenu krv i teror, svi smo mi deca Francuske revolucije.		Uz svu prolivenu krv i teror, svi smo mi deca Francuske revolucije.
dan-371249651231-046	danas	371249651231	kolumna	pol-drustvo	kolumna	46	70	https://www.danas.rs/kolumna/aleksej-kisjuhas/revolucija-pa-sta/	I nisu uvek potlačeni ti koji biraju revoluciju – često je to rezultat vlasti koja ignoriše i podsmeva se zahtevima naroda.		I nisu uvek potlačeni ti koji biraju revoluciju – često je to rezultat vlasti koja ignoriše i podsmeva se zahtevima naroda.
dan-371249651231-047	danas	371249651231	kolumna	pol-drustvo	kolumna	47	70	https://www.danas.rs/kolumna/aleksej-kisjuhas/revolucija-pa-sta/	Čuvena (iako izmišljena) rečenica Marije Antoanete „Neka jedu kolače“ simbolizuje istinu: revolucije nastaju tamo gde vlada ravnodušnost.		Čuvena (iako izmišljena) rečenica Marije Antoanete „Neka jedu kolače“ simbolizuje istinu: revolucije nastaju tamo gde vlada ravnodušnost.
dan-350606325793-014	danas	350606325793	kolumna	pol-drustvo	kolumna	14	24	https://www.danas.rs/kolumna/dragoljub-petrovic/covek-koga-brane-vucic-anus-i-penis/	Samo dan nakon što su blokaderi demolirali porodični dom Dragana J. Vučićevića, Draža Petrović je u blokaderskom Danasu objavio skandalozne stihove u kojima poziva na linč Vučićevića. ‘Već mu je Srbija odbrojala dane’, napisao je, između ostalog, Petrović“.	Y	„Samo dan nakon što su blokaderi demolirali porodični dom Dragana J. Vučićevića, Draža Petrović je u blokaderskom Danasu objavio skandalozne stihove u kojima poziva na linč Vučićevića. ‘Već mu je Srbija odbrojala dane’, napisao je, između ostalog, Petrović“.“
dan-350606325793-015	danas	350606325793	kolumna	pol-drustvo	kolumna	15	24	https://www.danas.rs/kolumna/dragoljub-petrovic/covek-koga-brane-vucic-anus-i-penis/	U odbranu Dragana J. Vučićevića odmah je ustala ugledna Asocijacija novinara Srbije, popularni ANUS, jer je ANUS osetio da je potrebno da Dragan J. Vučićević dobije podršku iz ANUS-a, gde ga mnogo vole i cene, za razliku od ostatka sveta.		U odbranu Dragana J. Vučićevića odmah je ustala ugledna Asocijacija novinara Srbije, popularni ANUS, jer je ANUS osetio da je potrebno da Dragan J. Vučićević dobije podršku iz ANUS-a, gde ga mnogo vole i cene, za razliku od ostatka sveta.
dan-350606325793-016	danas	350606325793	kolumna	pol-drustvo	kolumna	16	24	https://www.danas.rs/kolumna/dragoljub-petrovic/covek-koga-brane-vucic-anus-i-penis/	Zato se Dragan J. Vučićević u ANUS-u oseća ko svoj na svome.		Zato se Dragan J. Vučićević u ANUS-u oseća ko svoj na svome.
dan-350606325793-017	danas	350606325793	kolumna	pol-drustvo	kolumna	17	24	https://www.danas.rs/kolumna/dragoljub-petrovic/covek-koga-brane-vucic-anus-i-penis/	ANUS je izdao zvanično saopštenje koje prenosimo u celini: „Dragoljub Draža Petrović, urednik Danasa, javno je zapretio glavnom uredniku Informera Draganu J. Vučićeviću rečima: dani su ti odbrojani.		ANUS je izdao zvanično saopštenje koje prenosimo u celini: „Dragoljub Draža Petrović, urednik Danasa, javno je zapretio glavnom uredniku Informera Draganu J. Vučićeviću rečima: dani su ti odbrojani.
dan-350606325793-018	danas	350606325793	kolumna	pol-drustvo	kolumna	18	24	https://www.danas.rs/kolumna/dragoljub-petrovic/covek-koga-brane-vucic-anus-i-penis/	To je direktna pretnja smrću.	Y	„To je direktna pretnja smrću.“
dan-350606325793-019	danas	350606325793	kolumna	pol-drustvo	kolumna	19	24	https://www.danas.rs/kolumna/dragoljub-petrovic/covek-koga-brane-vucic-anus-i-penis/	Otvoreni poziv na ubistvo novinara!	Y	„Otvoreni poziv na ubistvo novinara!“
dan-350606325793-020	danas	350606325793	kolumna	pol-drustvo	kolumna	20	24	https://www.danas.rs/kolumna/dragoljub-petrovic/covek-koga-brane-vucic-anus-i-penis/	Samo dan nakon napada na Vučićevićev dom, Petrović dodatno raspiruje mržnju.	Y	„Samo dan nakon napada na Vučićevićev dom, Petrović dodatno raspiruje mržnju.“
dan-350606325793-021	danas	350606325793	kolumna	pol-drustvo	kolumna	21	24	https://www.danas.rs/kolumna/dragoljub-petrovic/covek-koga-brane-vucic-anus-i-penis/	Ovo je linč u najprljavijem obliku.	Y	„Ovo je linč u najprljavijem obliku.“
dan-850853213181-022	danas	850853213181	kolumna	pol-drustvo	kolumna	22	53	https://www.danas.rs/kolumna/nemanja-rujevic/neke-se-pobede-ne-dobijaju-na-juris/	Priče su sasvim srpske, obične – imaju decu koju treba nahraniti, obući, poslati na ekskurziju, u kreditima su do guše.		Priče su sasvim srpske, obične – imaju decu koju treba nahraniti, obući, poslati na ekskurziju, u kreditima su do guše.
dan-850853213181-023	danas	850853213181	kolumna	pol-drustvo	kolumna	23	53	https://www.danas.rs/kolumna/nemanja-rujevic/neke-se-pobede-ne-dobijaju-na-juris/	Mesec bez plate je za većinu frka.		Mesec bez plate je za većinu frka.
dan-850853213181-024	danas	850853213181	kolumna	pol-drustvo	kolumna	24	53	https://www.danas.rs/kolumna/nemanja-rujevic/neke-se-pobede-ne-dobijaju-na-juris/	Dva ili tri meseca su kataklizma.		Dva ili tri meseca su kataklizma.
dan-850853213181-025	danas	850853213181	kolumna	pol-drustvo	kolumna	25	53	https://www.danas.rs/kolumna/nemanja-rujevic/neke-se-pobede-ne-dobijaju-na-juris/	Pošto je ovo pobeda koja se ne dobija na juriš, možda se odatle mogu izvući pouke za dalje.		Pošto je ovo pobeda koja se ne dobija na juriš, možda se odatle mogu izvući pouke za dalje.
dan-850853213181-026	danas	850853213181	kolumna	pol-drustvo	kolumna	26	53	https://www.danas.rs/kolumna/nemanja-rujevic/neke-se-pobede-ne-dobijaju-na-juris/	Naime, čak i akademska elita mora da jede!		Naime, čak i akademska elita mora da jede!
dan-850853213181-027	danas	850853213181	kolumna	pol-drustvo	kolumna	27	53	https://www.danas.rs/kolumna/nemanja-rujevic/neke-se-pobede-ne-dobijaju-na-juris/	Prazan stomak je sto puta gori od uvređenog mozga.		Prazan stomak je sto puta gori od uvređenog mozga.
dan-850853213181-028	danas	850853213181	kolumna	pol-drustvo	kolumna	28	53	https://www.danas.rs/kolumna/nemanja-rujevic/neke-se-pobede-ne-dobijaju-na-juris/	Da sam profesor i da nemam od čega da platim račune i hranu, to bih navodio kao prvi razlog za prestanak blokada – a ne tek stidljivo, kao da je sramota ustuknuti malo da bi se preživelo.		Da sam profesor i da nemam od čega da platim račune i hranu, to bih navodio kao prvi razlog za prestanak blokada – a ne tek stidljivo, kao da je sramota ustuknuti malo da bi se preživelo.
dan-850853213181-029	danas	850853213181	kolumna	pol-drustvo	kolumna	29	53	https://www.danas.rs/kolumna/nemanja-rujevic/neke-se-pobede-ne-dobijaju-na-juris/	Prvi među nama, mahnit i ciničan, spreman da ljude izgladnjuje, sve to odlično zna.		Prvi među nama, mahnit i ciničan, spreman da ljude izgladnjuje, sve to odlično zna.
dan-234994195976-008	danas	234994195976	kolumna	pol-drustvo	kolumna	8	37	https://www.danas.rs/kolumna/safeta-bisevac/zamena-stanovnistva/	„Naši“ odlaze, kod nas dolaze iz Turske, Bangladeša, Nepala, Šri Lanke, spremaju se i iz Afrike, uglavnom zbog privremenih poslova, na „bauštelu“, prevozu i drugde.		„Naši“ odlaze, kod nas dolaze iz Turske, Bangladeša, Nepala, Šri Lanke, spremaju se i iz Afrike, uglavnom zbog privremenih poslova, na „bauštelu“, prevozu i drugde.
dan-234994195976-009	danas	234994195976	kolumna	pol-drustvo	kolumna	9	37	https://www.danas.rs/kolumna/safeta-bisevac/zamena-stanovnistva/	Preduzetnik iz Gane reklamira Srbiju, „zemlju na istoku Evrope“, koja traži radnike, posle pet godina daje državljanstvo i pasoše i onda mogu po celom Starom kontinentu da idu.		Preduzetnik iz Gane reklamira Srbiju, „zemlju na istoku Evrope“, koja traži radnike, posle pet godina daje državljanstvo i pasoše i onda mogu po celom Starom kontinentu da idu.
dan-234994195976-010	danas	234994195976	kolumna	pol-drustvo	kolumna	10	37	https://www.danas.rs/kolumna/safeta-bisevac/zamena-stanovnistva/	„Malo“ je preterao to sa pasošima, ali privlači čovek klijente.		„Malo“ je preterao to sa pasošima, ali privlači čovek klijente.
dan-234994195976-011	danas	234994195976	kolumna	pol-drustvo	kolumna	11	37	https://www.danas.rs/kolumna/safeta-bisevac/zamena-stanovnistva/	U delu građana Srbije usadio se strah, malo od očekivane nestašice energenata i hladne zime, više od dolaska stranaca tamnije puti.		U delu građana Srbije usadio se strah, malo od očekivane nestašice energenata i hladne zime, više od dolaska stranaca tamnije puti.
dan-234994195976-012	danas	234994195976	kolumna	pol-drustvo	kolumna	12	37	https://www.danas.rs/kolumna/safeta-bisevac/zamena-stanovnistva/	Primećuje se to na svakom koraku.		Primećuje se to na svakom koraku.
dan-234994195976-013	danas	234994195976	kolumna	pol-drustvo	kolumna	13	37	https://www.danas.rs/kolumna/safeta-bisevac/zamena-stanovnistva/	Starija gospođa u gradskom autobusu mi nedavno održala lekciju.		Starija gospođa u gradskom autobusu mi nedavno održala lekciju.
dan-234994195976-014	danas	234994195976	kolumna	pol-drustvo	kolumna	14	37	https://www.danas.rs/kolumna/safeta-bisevac/zamena-stanovnistva/	Počela od toga da ništa nije kao pre, ni veš-mašine ni autobusi, a došla do toga da ne sme na ulicu da izađe od stranaca kojih je sve više u Beogradu.		Počela od toga da ništa nije kao pre, ni veš-mašine ni autobusi, a došla do toga da ne sme na ulicu da izađe od stranaca kojih je sve više u Beogradu.
dan-234994195976-015	danas	234994195976	kolumna	pol-drustvo	kolumna	15	37	https://www.danas.rs/kolumna/safeta-bisevac/zamena-stanovnistva/	„Ma neka su Rusi“, kaže.		„Ma neka su Rusi“, kaže.
dan-388455945945-000	danas	388455945945	kolumna	pol-drustvo	kolumna	0	35	https://www.danas.rs/kolumna/nemanja-rujevic/i-zlobog-je-bog/	Prvi među nama, ako se nije sasvim odvojio od realnosti i ako je u privatnom interesu dalekovidiji nego što je recimo u pitanjima državnog snabdevanja naftom i gasom, već je spremio pribežište u egzilu.		Prvi među nama, ako se nije sasvim odvojio od realnosti i ako je u privatnom interesu dalekovidiji nego što je recimo u pitanjima državnog snabdevanja naftom i gasom, već je spremio pribežište u egzilu.
dan-388455945945-001	danas	388455945945	kolumna	pol-drustvo	kolumna	1	35	https://www.danas.rs/kolumna/nemanja-rujevic/i-zlobog-je-bog/	Za svaki slučaj, možda zatreba brzo.		Za svaki slučaj, možda zatreba brzo.
