sentence_id	source	article_id	genre	topic	category	sent_idx	n_clean	url	text
n1i-928873-040	n1info	928873	kolumna	svet	Kolumne/ljubodrag-stojadinovic	40	50	https://n1info.rs/kolumne/ljubodrag-stojadinovic/kraj-evolucije-jelene-milic/	A on joj je omogućio i prijeme i bežanje kad postane opasno po narod i državu.
n1i-928873-041	n1info	928873	kolumna	svet	Kolumne/ljubodrag-stojadinovic	41	50	https://n1info.rs/kolumne/ljubodrag-stojadinovic/kraj-evolucije-jelene-milic/	Pobuna na prijemu je, u stvari, bila posvećena jedino njemu.
n1i-928873-042	n1info	928873	kolumna	svet	Kolumne/ljubodrag-stojadinovic	42	50	https://n1info.rs/kolumne/ljubodrag-stojadinovic/kraj-evolucije-jelene-milic/	Tako je zaslužila divljenje iz laguma dvora i postala junakinja dana mračne sekte.
n1i-928873-043	n1info	928873	kolumna	svet	Kolumne/ljubodrag-stojadinovic	43	50	https://n1info.rs/kolumne/ljubodrag-stojadinovic/kraj-evolucije-jelene-milic/	Evolucija prevrata i premeta Jelene Milić uglavnom je dovršena, mada se ne zna šta je postala.
n1i-928873-044	n1info	928873	kolumna	svet	Kolumne/ljubodrag-stojadinovic	44	50	https://n1info.rs/kolumne/ljubodrag-stojadinovic/kraj-evolucije-jelene-milic/	Ima još vremena za novi preobražaj u larvu ili nešto još sitnije.
n1i-928873-045	n1info	928873	kolumna	svet	Kolumne/ljubodrag-stojadinovic	45	50	https://n1info.rs/kolumne/ljubodrag-stojadinovic/kraj-evolucije-jelene-milic/	Sve što je bilo, još stoji i čeka neki od oblika Jelene Milić stvorene da menja svet.
n1i-288928-012	n1info	288928	kolumna	hronika	Kolumne/ljubodrag-stojadinovic	12	49	https://n1info.rs/kolumne/ljubodrag-stojadinovic/okostavanje-mozga-poslednji-stadijum-tiranije/	Ali on nije jedini takav.
n1i-288928-013	n1info	288928	kolumna	hronika	Kolumne/ljubodrag-stojadinovic	13	49	https://n1info.rs/kolumne/ljubodrag-stojadinovic/okostavanje-mozga-poslednji-stadijum-tiranije/	Zbog njih vlastelin ne sme u Novi Sad, mada se trsi i kurči.
n1i-288928-014	n1info	288928	kolumna	hronika	Kolumne/ljubodrag-stojadinovic	14	49	https://n1info.rs/kolumne/ljubodrag-stojadinovic/okostavanje-mozga-poslednji-stadijum-tiranije/	Ali dobacuje samo do Kaća.
n1i-288928-015	n1info	288928	kolumna	hronika	Kolumne/ljubodrag-stojadinovic	15	49	https://n1info.rs/kolumne/ljubodrag-stojadinovic/okostavanje-mozga-poslednji-stadijum-tiranije/	U odumiranju sive mase, ostao mu je korteksni centar za strah.
n1i-288928-016	n1info	288928	kolumna	hronika	Kolumne/ljubodrag-stojadinovic	16	49	https://n1info.rs/kolumne/ljubodrag-stojadinovic/okostavanje-mozga-poslednji-stadijum-tiranije/	Bačulov jeste tip koji taj užas potencira.
n1i-288928-017	n1info	288928	kolumna	hronika	Kolumne/ljubodrag-stojadinovic	17	49	https://n1info.rs/kolumne/ljubodrag-stojadinovic/okostavanje-mozga-poslednji-stadijum-tiranije/	Izgleda da mu je „terorista“ koga je upravo otkrio, pre svega estetski problem.
n1i-288928-018	n1info	288928	kolumna	hronika	Kolumne/ljubodrag-stojadinovic	18	49	https://n1info.rs/kolumne/ljubodrag-stojadinovic/okostavanje-mozga-poslednji-stadijum-tiranije/	Dahija je smlaćen, lišen motorike, podbuo, debeo, telesno oronuo i zapušten.
n1i-288928-019	n1info	288928	kolumna	hronika	Kolumne/ljubodrag-stojadinovic	19	49	https://n1info.rs/kolumne/ljubodrag-stojadinovic/okostavanje-mozga-poslednji-stadijum-tiranije/	Bačulov je sportista, izgleda pouzdano pred lojalistima.
n1i-920465-007	n1info	920465	kolumna	pol-drustvo	Kolumne/draza-petrovic	7	29	https://n1info.rs/kolumne/draza-petrovic/dzeki-cen-u-odbrani-srpskih-pandi/	Sve ih je manje, a sve je manje i onih koji bi glasali za naprednjake.
n1i-920465-008	n1info	920465	kolumna	pol-drustvo	Kolumne/draza-petrovic	8	29	https://n1info.rs/kolumne/draza-petrovic/dzeki-cen-u-odbrani-srpskih-pandi/	Mada agencija IPSOS, koji sve više zovu UPSOS, jer svakom se otme ono „uuupppsss“ kada pročita njihova istraživanja po kojima predsednik Vučić i naprednjaci zapravo nisu ugrožena vrsta, tvrdi, jelte, suprotno, kako bi kod predsednika i naprednjaka ostavili utisak neugrožene vrste.
n1i-920465-009	n1info	920465	kolumna	pol-drustvo	Kolumne/draza-petrovic	9	29	https://n1info.rs/kolumne/draza-petrovic/dzeki-cen-u-odbrani-srpskih-pandi/	Što je jeftin trik koji su pokušali i sa pandama, ali pande su lukavije i inteligentnije, pa im to kod njih nije pošlo za rukom.
n1i-920465-010	n1info	920465	kolumna	pol-drustvo	Kolumne/draza-petrovic	10	29	https://n1info.rs/kolumne/draza-petrovic/dzeki-cen-u-odbrani-srpskih-pandi/	Za svaki slučaj, predsednik i naprednjaci su rešili da ipak pokušaju da se spasu, tako što su angažovali sve ugledne batinaše da ih brane gde god treba — od Ćacilenda do Marakane.
n1i-920465-011	n1info	920465	kolumna	pol-drustvo	Kolumne/draza-petrovic	11	29	https://n1info.rs/kolumne/draza-petrovic/dzeki-cen-u-odbrani-srpskih-pandi/	Tu su eminentni kik-bokseri, ofucani krimosi, razni uniformisani panduri, razbacujuće Kobre, Radoičićevi kosovski božuri, Andrejevi lojalisti, veterani Levijatana i, naravno, doajen Miša Vacić.
n1i-920465-012	n1info	920465	kolumna	pol-drustvo	Kolumne/draza-petrovic	12	29	https://n1info.rs/kolumne/draza-petrovic/dzeki-cen-u-odbrani-srpskih-pandi/	Malo je to, međutim, da bi se predsednik i naprednjaci osećali kao da nisu ugrožena vrsta, pa je predsednik počeo da dovodi i najveće svetske majstore borilačkih veština, koji umeju samo u jednoj sekvenci akcionog filma koja traje tri sekunde da razbucaju 1.500 ljudi, kao Turke na buljuke.
n1i-920465-013	n1info	920465	kolumna	pol-drustvo	Kolumne/draza-petrovic	13	29	https://n1info.rs/kolumne/draza-petrovic/dzeki-cen-u-odbrani-srpskih-pandi/	Dakle, bolji su i od Kobri, koje razbucavaju za predugih šest sekundi.
n1i-920465-014	n1info	920465	kolumna	pol-drustvo	Kolumne/draza-petrovic	14	29	https://n1info.rs/kolumne/draza-petrovic/dzeki-cen-u-odbrani-srpskih-pandi/	Tako se kod predsednika u prijemnom salonu prvo našao Džeki Čen koji mu je doneo dve plišane pande, zato što nigde u prodavnicama dečjih igračaka nije mogao da nađe dva plišana naprednjaka, ili makar dva plišana predsednika Vučića.
n1i-654853-024	n1info	654853	kolumna	pol-drustvo	Kolumne/draza-petrovic	24	36	https://n1info.rs/kolumne/draza-petrovic/kako-smo-vucicu-pomogli-da-ispadne-glup/	Pih, razočaran sam bio malko, jerbo se od uglednog Informera uvek očekuje nešto više i genijalnije.
n1i-654853-025	n1info	654853	kolumna	pol-drustvo	Kolumne/draza-petrovic	25	36	https://n1info.rs/kolumne/draza-petrovic/kako-smo-vucicu-pomogli-da-ispadne-glup/	I moram priznati da jesmo.
n1i-654853-026	n1info	654853	kolumna	pol-drustvo	Kolumne/draza-petrovic	26	36	https://n1info.rs/kolumne/draza-petrovic/kako-smo-vucicu-pomogli-da-ispadne-glup/	Informer je konačno napisao istinu.
n1i-654853-027	n1info	654853	kolumna	pol-drustvo	Kolumne/draza-petrovic	27	36	https://n1info.rs/kolumne/draza-petrovic/kako-smo-vucicu-pomogli-da-ispadne-glup/	Ideja je bila moja a Olja se oduševila.
n1i-654853-028	n1info	654853	kolumna	pol-drustvo	Kolumne/draza-petrovic	28	36	https://n1info.rs/kolumne/draza-petrovic/kako-smo-vucicu-pomogli-da-ispadne-glup/	Rekao sam: sipajte Vučiću nešto u čaše vode pre emisije, neku halucinogenu supstancu, pa da ispadne glup, bahat, nevaspitan i nenormalan tokom intervjua sa Dušicom Telesković, poznatijom kao Anica.
n1i-654853-029	n1info	654853	kolumna	pol-drustvo	Kolumne/draza-petrovic	29	36	https://n1info.rs/kolumne/draza-petrovic/kako-smo-vucicu-pomogli-da-ispadne-glup/	Dok sam gledao intervju, shvatio sam da me Olja poslušala.
n1i-654853-030	n1info	654853	kolumna	pol-drustvo	Kolumne/draza-petrovic	30	36	https://n1info.rs/kolumne/draza-petrovic/kako-smo-vucicu-pomogli-da-ispadne-glup/	Nešto su mu sipali u piće pa je Vučić penio, bečio se u kameru, lupao gluposti, dobacivao ko đilkoš u kafani, prekidao odjavnu špicu, nevaspitano vređao novinarku, te na kraju pobegao iz studija zajedno sa bubicom još pre nego što se emisija završila.
n1i-654853-031	n1info	654853	kolumna	pol-drustvo	Kolumne/draza-petrovic	31	36	https://n1info.rs/kolumne/draza-petrovic/kako-smo-vucicu-pomogli-da-ispadne-glup/	-Ha, ha, ha - al smo ga zeznuli, bio sam ponosan na našu medijsku zaveru dogovorenu u tri oka na reaciji Surčin - centar Beograda.
n1i-315167-013	n1info	315167	kolumna	svet	Kolumne/boris-dezulovic	13	38	https://n1info.rs/kolumne/boris-dezulovic/otkud-plenkovic-u-epsteinovim-mailovima/	I pronaći FBI-jev mail o seksualno zlostavljanoj djeci, Epsteinovoj porno kolekciji i Andreju Plenkoviću.
n1i-315167-014	n1info	315167	kolumna	svet	Kolumne/boris-dezulovic	14	38	https://n1info.rs/kolumne/boris-dezulovic/otkud-plenkovic-u-epsteinovim-mailovima/	Sad kad sam definitivno zarobio vašu pažnju, evo i odgovora: da, predsjednik Vlade Andrej Plenković u Epsteinovim se dokumentima zaista spominje pet puta, ali samo u obavještajnim biltenima FBI-ja za internu upotrebu, s redovnim protokolarnim informacijama Bijele kuće i dnevnim vijestima iz Amerike i svijeta.
n1i-315167-015	n1info	315167	kolumna	svet	Kolumne/boris-dezulovic	15	38	https://n1info.rs/kolumne/boris-dezulovic/otkud-plenkovic-u-epsteinovim-mailovima/	Četiri spominjanja tako su zapravo jedan te isti DataSet dokument, najobičniji press-clipping s vijestima od 1.
n1i-315167-016	n1info	315167	kolumna	svet	Kolumne/boris-dezulovic	16	38	https://n1info.rs/kolumne/boris-dezulovic/otkud-plenkovic-u-epsteinovim-mailovima/	listopada 2020., kad se američki državni sekretar Mike Pompeo u Hrvatskoj sastao s premijerom Plenkovićem i ministrima Banožićem i Grlićem Radmanom.
n1i-315167-017	n1info	315167	kolumna	svet	Kolumne/boris-dezulovic	17	38	https://n1info.rs/kolumne/boris-dezulovic/otkud-plenkovic-u-epsteinovim-mailovima/	U petom pak informativnom biltenu, od 8.
n1i-315167-018	n1info	315167	kolumna	svet	Kolumne/boris-dezulovic	18	38	https://n1info.rs/kolumne/boris-dezulovic/otkud-plenkovic-u-epsteinovim-mailovima/	Kako vidite, ništa senzacionalno, ništa užasno i jezivo, ništa vrijedno vaše dosadašnje pažnje.
n1i-315167-019	n1info	315167	kolumna	svet	Kolumne/boris-dezulovic	19	38	https://n1info.rs/kolumne/boris-dezulovic/otkud-plenkovic-u-epsteinovim-mailovima/	Andrej Plenković, ukratko, u Epsteinovim se dosjeima spominje po prilici točno i jednako usput kako se usput u njima spominje i, recimo, bivša zagrebačka manekenka Mia Kovačić, koju je pažnji Jeffreyja Epsteina preporučio bliski suradnik i zamjenski izvršitelj njegove oporuke Boris Nikolić, liječnik, investitor i nekadašnji savjetnik Billa Gatesa.
n1i-315167-020	n1info	315167	kolumna	svet	Kolumne/boris-dezulovic	20	38	https://n1info.rs/kolumne/boris-dezulovic/otkud-plenkovic-u-epsteinovim-mailovima/	Štoviše, Mia se u Epsteinovom arhivu spominje samo jednom, dakle pet puta manje nego Plenković!
n1i-259296-011	n1info	259296	kolumna	pol-drustvo	Kolumne	11	21	https://n1info.rs/kolumne/u-americi-bi-opasnost-od-kopanja-litijuma-i-ruda-brzo-shvatili/	Ja ne predstavljam opoziciju u Srbiji, samo sam jedan izolovan misleći glas, koji verovatno neće daleko stići.
n1i-259296-012	n1info	259296	kolumna	pol-drustvo	Kolumne	12	21	https://n1info.rs/kolumne/u-americi-bi-opasnost-od-kopanja-litijuma-i-ruda-brzo-shvatili/	Ali, za razliku od drugih, nisam strahovao i neću poštovati tzv. autoritete koji od moje lepe i drage zemlje prave jalovinu ili, da bi Hil bolje razumeo, dumpster.
n1i-259296-013	n1info	259296	kolumna	pol-drustvo	Kolumne	13	21	https://n1info.rs/kolumne/u-americi-bi-opasnost-od-kopanja-litijuma-i-ruda-brzo-shvatili/	"Još jednom se mom ""poznaniku"" iz Stejt departmenta i iz Dejtona izvinjavam na tome što imam svoje izgrađeno samostalno mišljenje."
n1i-259296-014	n1info	259296	kolumna	pol-drustvo	Kolumne	14	21	https://n1info.rs/kolumne/u-americi-bi-opasnost-od-kopanja-litijuma-i-ruda-brzo-shvatili/	Konačno, Hilu i drugima koje predvodi ne dugujem ništa.
n1i-259296-015	n1info	259296	kolumna	pol-drustvo	Kolumne	15	21	https://n1info.rs/kolumne/u-americi-bi-opasnost-od-kopanja-litijuma-i-ruda-brzo-shvatili/	Naprotiv, kada je on bio u nevolji kao ambasador u Skoplju, kada su mu Srbi u Makedoniji došli pred rezidenciju i gađali bakljama, preneo sam Holbrukovu, Talbotovu i Gelbardovu poruku da Srbija učini svoj maksimum da zaštiti američkog ambasadora.
n1i-259296-016	n1info	259296	kolumna	pol-drustvo	Kolumne	16	21	https://n1info.rs/kolumne/u-americi-bi-opasnost-od-kopanja-litijuma-i-ruda-brzo-shvatili/	I opet bih to uradio.
n1i-259296-017	n1info	259296	kolumna	pol-drustvo	Kolumne	17	21	https://n1info.rs/kolumne/u-americi-bi-opasnost-od-kopanja-litijuma-i-ruda-brzo-shvatili/	I danas imam mnogo prijatelja u Americi iz poslovnog i političkog sveta.
n1i-259296-018	n1info	259296	kolumna	pol-drustvo	Kolumne	18	21	https://n1info.rs/kolumne/u-americi-bi-opasnost-od-kopanja-litijuma-i-ruda-brzo-shvatili/	To smatram svojim ličnim bogatstvom i legatom koji ostavljam iza sebe.
n1i-338775-013	n1info	338775	kolumna	pol-drustvo	Kolumne/draza-petrovic	13	35	https://n1info.rs/kolumne/draza-petrovic/ministar-za-telecu-corbu-informer-i-veverice/	- bio je srećan Macut.
n1i-338775-014	n1info	338775	kolumna	pol-drustvo	Kolumne/draza-petrovic	14	35	https://n1info.rs/kolumne/draza-petrovic/ministar-za-telecu-corbu-informer-i-veverice/	Još je posle malo Macut i razmišljao, jer ministar za telekomunikacije i informisanje mora da se, osim teletinom, bavi i informisanjem, a informisanje je, sama reč kaže, prabaka Informera, pa je pitao Bratinu šta voli da čita i gleda.
n1i-338775-015	n1info	338775	kolumna	pol-drustvo	Kolumne/draza-petrovic	15	35	https://n1info.rs/kolumne/draza-petrovic/ministar-za-telecu-corbu-informer-i-veverice/	Znači, sem teletine, volim i konjetinu!
n1i-338775-016	n1info	338775	kolumna	pol-drustvo	Kolumne/draza-petrovic	16	35	https://n1info.rs/kolumne/draza-petrovic/ministar-za-telecu-corbu-informer-i-veverice/	Pre toga je Bratina bio anonimni desničar koji je, zarad pokušaja slave, palio zastavu Evropske unije, član Pokreta Naši 1389 i najbliži saradnik Miše Vacića, za koga pametni misle da je dalabu, a dalabu misle da je pametan.
n1i-338775-017	n1info	338775	kolumna	pol-drustvo	Kolumne/draza-petrovic	17	35	https://n1info.rs/kolumne/draza-petrovic/ministar-za-telecu-corbu-informer-i-veverice/	Dakle, kontroverzna ličnost koja je iznedrila još jednu kontroverznu ličnost, ministra Bratinu.
n1i-338775-018	n1info	338775	kolumna	pol-drustvo	Kolumne/draza-petrovic	18	35	https://n1info.rs/kolumne/draza-petrovic/ministar-za-telecu-corbu-informer-i-veverice/	Vreme, dakle, kada je i Vučić visoko podigao lestvicu za ministre, po sistemu - daj, šta daš, samo da imamo ministra koji i ne mora da izgleda ko ministar.
n1i-338775-019	n1info	338775	kolumna	pol-drustvo	Kolumne/draza-petrovic	19	35	https://n1info.rs/kolumne/draza-petrovic/ministar-za-telecu-corbu-informer-i-veverice/	Može da izgleda kao pomoćnik šankera zavičajnog udruženja „Anđela pakla“ ili maskirani medved sa šabačkog vašara.
n1i-338775-020	n1info	338775	kolumna	pol-drustvo	Kolumne/draza-petrovic	20	35	https://n1info.rs/kolumne/draza-petrovic/ministar-za-telecu-corbu-informer-i-veverice/	Sasvim svejedno, pa koji naprednjak, zaboga, uopšte izgleda kao ministar, oni pomeraju granice čovekolikih ministara.
n1i-596877-008	n1info	596877	kolumna	pol-drustvo	Kolumne/draza-petrovic	8	32	https://n1info.rs/kolumne/draza-petrovic/vuk-i-dva-praseta-u-informeru-draza-kolumna/	Recimo, božićni običaj je, kažu (č)etnolozi, da prva osoba koja se na božićno jutro pojavi u kući bude polažajnik.
n1i-596877-009	n1info	596877	kolumna	pol-drustvo	Kolumne/draza-petrovic	9	32	https://n1info.rs/kolumne/draza-petrovic/vuk-i-dva-praseta-u-informeru-draza-kolumna/	Svaki deo Srbije, međutim, ima različite običaje - pa je tako i u Informeru.
n1i-596877-010	n1info	596877	kolumna	pol-drustvo	Kolumne/draza-petrovic	10	32	https://n1info.rs/kolumne/draza-petrovic/vuk-i-dva-praseta-u-informeru-draza-kolumna/	Kod njih se prva osoba koja se pojavi na Božić ispred studija zove lažajnik.
n1i-596877-011	n1info	596877	kolumna	pol-drustvo	Kolumne/draza-petrovic	11	32	https://n1info.rs/kolumne/draza-petrovic/vuk-i-dva-praseta-u-informeru-draza-kolumna/	Lažajnik prema tradiciji mora da odmah na početku jutarnjeg programa nešto masno da slaže jer se veruje da će posle toga nastupajuća godina biti srećna i berićetna za Srbiju.
n1i-596877-012	n1info	596877	kolumna	pol-drustvo	Kolumne/draza-petrovic	12	32	https://n1info.rs/kolumne/draza-petrovic/vuk-i-dva-praseta-u-informeru-draza-kolumna/	Naročito je važno da baš masno slaže jer je to prvo jutro posle božićnog posta tokom koga je običaj da se ne laže masno, nego strogo posno.
n1i-596877-013	n1info	596877	kolumna	pol-drustvo	Kolumne/draza-petrovic	13	32	https://n1info.rs/kolumne/draza-petrovic/vuk-i-dva-praseta-u-informeru-draza-kolumna/	A poslednjih sedam dana pred Božić se laže na vodi.
n1i-596877-014	n1info	596877	kolumna	pol-drustvo	Kolumne/draza-petrovic	14	32	https://n1info.rs/kolumne/draza-petrovic/vuk-i-dva-praseta-u-informeru-draza-kolumna/	Običaj je da oko 16 časova u studio dođe glavni lažajnik, koji treba da sedi dva sata okružen kolegijumom Informera i predoči građanima najveće masne laži za predstojeću godinu.
n1i-596877-015	n1info	596877	kolumna	pol-drustvo	Kolumne/draza-petrovic	15	32	https://n1info.rs/kolumne/draza-petrovic/vuk-i-dva-praseta-u-informeru-draza-kolumna/	- Mi običaje crpimo direktno iz Svetog pisma - znaju da kažu domaćini, pa su, čitajući taj deo Biblije, došli do podatka da za Božić, posle odlaska glavnog lažajnika, treba da bude prezentacija života u bratskoj Sodomi i sestrinskoj Gomori.
n1i-599490-012	n1info	599490	kolumna	pol-drustvo	Kolumne/draza-petrovic	12	33	https://n1info.rs/kolumne/draza-petrovic/da-vucic-ode-a-da-se-sarovic-ne-vrati/	- baš na to pitanje izgledala su ove dve spontane akcije Šarovića, bivšeg generalnog sekretara Srpske radikalne stranke, danas novinara i predsednika političke partije.
n1i-599490-013	n1info	599490	kolumna	pol-drustvo	Kolumne/draza-petrovic	13	33	https://n1info.rs/kolumne/draza-petrovic/da-vucic-ode-a-da-se-sarovic-ne-vrati/	Što je samo po sebi nespojivo sa onim Kodeskom novinara Srbije kojim je Šarović mahao ispred N1, jer tamo lepo piše: “Zalaganje za bilo koju političku stranku ili opciju nespojivo je s novinarskom profesijom”.
n1i-599490-014	n1info	599490	kolumna	pol-drustvo	Kolumne/draza-petrovic	14	33	https://n1info.rs/kolumne/draza-petrovic/da-vucic-ode-a-da-se-sarovic-ne-vrati/	Još piše: “Sa novinarskom profesijom nespojiv je rad u PR i marketinškim agencijama, agencijama za lobiranje, državnim organima i institucijama, kao i u političkim partijama”.
n1i-599490-015	n1info	599490	kolumna	pol-drustvo	Kolumne/draza-petrovic	15	33	https://n1info.rs/kolumne/draza-petrovic/da-vucic-ode-a-da-se-sarovic-ne-vrati/	I još piše: “Učešće u političkoj, izbornoj ili medijskoj kampanji i događajima koje organizuju političke stranke, kompanije i slično, ne sme da se obavlja istovremeno s novinarskim/uredničkim poslom”.
n1i-599490-016	n1info	599490	kolumna	pol-drustvo	Kolumne/draza-petrovic	16	33	https://n1info.rs/kolumne/draza-petrovic/da-vucic-ode-a-da-se-sarovic-ne-vrati/	I drži lekcije ljudima koji nikada nisu dozvolili da budu Šešeljeva stranačka scenografija i koreografija, niti da budu personalni potrčko besprizornom četničkom vojvodi koji karijeru završava kao lejzi beg u studiju Informera.
n1i-599490-017	n1info	599490	kolumna	pol-drustvo	Kolumne/draza-petrovic	17	33	https://n1info.rs/kolumne/draza-petrovic/da-vucic-ode-a-da-se-sarovic-ne-vrati/	I koliko god vapio da se pojavi na N1 i Novoj S i vršio pritisak da ga tamo zovu - ima jedna dobra vest - Šarović uopšte ne pritiska redakciju Danasa da se pojavi u Danasu, iako ga redovno zovemo.
n1i-599490-018	n1info	599490	kolumna	pol-drustvo	Kolumne/draza-petrovic	18	33	https://n1info.rs/kolumne/draza-petrovic/da-vucic-ode-a-da-se-sarovic-ne-vrati/	Tu je naime Šarović pokazao još jednu karakternu osobinu Aleksandra Vučića.
n1i-599490-019	n1info	599490	kolumna	pol-drustvo	Kolumne/draza-petrovic	19	33	https://n1info.rs/kolumne/draza-petrovic/da-vucic-ode-a-da-se-sarovic-ne-vrati/	Šarović, naime, kad god novinari Danasa pozovu, kaže: “Ne dajem izjave za Danas!
n1i-770591-005	n1info	770591	kolumna	pol-drustvo	Kolumne/draza-petrovic	5	39	https://n1info.rs/kolumne/draza-petrovic/besplatan-vodic-ukradi-sam-u-beogradu-kolumna-draze-petrovica/	To se prenosi s kolena na koleno i s kola na kola.
n1i-770591-006	n1info	770591	kolumna	pol-drustvo	Kolumne/draza-petrovic	6	39	https://n1info.rs/kolumne/draza-petrovic/besplatan-vodic-ukradi-sam-u-beogradu-kolumna-draze-petrovica/	Znači, ovde je najpre auto parkirao moj daleki predak, Kelt, i do današnjeg dana to je naše!
n1i-770591-007	n1info	770591	kolumna	pol-drustvo	Kolumne/draza-petrovic	7	39	https://n1info.rs/kolumne/draza-petrovic/besplatan-vodic-ukradi-sam-u-beogradu-kolumna-draze-petrovica/	- objašanjavao bi komšija u čestim trenucima kada bi ga neko pitao: “Komšo, koji će ti onoliki saobraćajni znakovi na tavanu!
n1i-770591-008	n1info	770591	kolumna	pol-drustvo	Kolumne/draza-petrovic	8	39	https://n1info.rs/kolumne/draza-petrovic/besplatan-vodic-ukradi-sam-u-beogradu-kolumna-draze-petrovica/	-Seljaci kažu: čija ovce toga i livada, a mi Beograđani kažemo: čiji auto toga i parking mesto.
n1i-770591-009	n1info	770591	kolumna	pol-drustvo	Kolumne/draza-petrovic	9	39	https://n1info.rs/kolumne/draza-petrovic/besplatan-vodic-ukradi-sam-u-beogradu-kolumna-draze-petrovica/	Uključujući i znak zabranjeno parkiranje na parking mestu!
n1i-770591-010	n1info	770591	kolumna	pol-drustvo	Kolumne/draza-petrovic	10	39	https://n1info.rs/kolumne/draza-petrovic/besplatan-vodic-ukradi-sam-u-beogradu-kolumna-draze-petrovica/	- otresito bi rekao komšija.
n1i-770591-011	n1info	770591	kolumna	pol-drustvo	Kolumne/draza-petrovic	11	39	https://n1info.rs/kolumne/draza-petrovic/besplatan-vodic-ukradi-sam-u-beogradu-kolumna-draze-petrovica/	Redovno je čitao Novosti, pa je jednog dana oduševljen otrčao na tavan, pošto je tamo pročitao da su u jednom mestu u Bosni masovno nestajali saobraćajni znakovi u vreme sezone pečenja paprika za ajvar.
n1i-770591-012	n1info	770591	kolumna	pol-drustvo	Kolumne/draza-petrovic	12	39	https://n1info.rs/kolumne/draza-petrovic/besplatan-vodic-ukradi-sam-u-beogradu-kolumna-draze-petrovica/	Taj naslov “Kradu znakove da peku paprike” - promenio je jesenji život naše zgrade.
n1i-583616-001	n1info	583616	kolumna	pol-drustvo	Kolumne/biljana-stepanovic	1	30	https://n1info.rs/kolumne/biljana-stepanovic/cena-odlaska-dotrajalog-rezima-kruze-razne-teorije/	U nedostatku pravih informacija, sve one padaju na plodno tlo.
n1i-583616-002	n1info	583616	kolumna	pol-drustvo	Kolumne/biljana-stepanovic	2	30	https://n1info.rs/kolumne/biljana-stepanovic/cena-odlaska-dotrajalog-rezima-kruze-razne-teorije/	Jedna od tih teorija (a možda i informacija, ko to sada može da zna) ide čak dotle da će predsednik navodno inscenirati neuspeli atentat na sebe da bi to iskoristio kao povod da uvede vanredno stanje u očajničkom pokušaju da smiri stanje u zemlji.
n1i-583616-003	n1info	583616	kolumna	pol-drustvo	Kolumne/biljana-stepanovic	3	30	https://n1info.rs/kolumne/biljana-stepanovic/cena-odlaska-dotrajalog-rezima-kruze-razne-teorije/	Nikako ne uspeva da uspostavi kontrolu nad situacijom, što mu je ranije polazilo za rukom.
