sentence_id	source	article_id	genre	topic	category	sent_idx	n_clean	url	text
rts-5548870-019	rts	5548870	kolumna	ekonomija	Smatracnica	19	55	https://www.rts.rs/vesti/smatracnica/5548870/putovanje-uzbekistan-avion-rat-iran-.html	Bosanski stjuart nam pojašnjava da ćemo verovatno prenoćiti u prestonici Jermenije, kompanija će nas smestiti u hotel, a ujutro možda nastaviti ka Abu Dabiju, ako se situacija poboljša.
rts-5481808-020	rts	5481808	kolumna	svet	Smatracnica	20	37	https://www.rts.rs/vesti/smatracnica/5481808/tesla-1900-prvi-zamislio-internet--besplatni-bezicni-i-multimedijalni.html	Deo toga je uobičajena pojava anglosaksonske ignorancije, koja ponekad dolazi i iz dobro upućenih krugova, te ne može da se proglasi za neznanje već za namernu pakost prema Nikoli Tesli.
rts-5481808-021	rts	5481808	kolumna	svet	Smatracnica	21	37	https://www.rts.rs/vesti/smatracnica/5481808/tesla-1900-prvi-zamislio-internet--besplatni-bezicni-i-multimedijalni.html	vek, Nikola Tesla je već uspeo da ostvari bežičnu komunikaciju na daljinu i da zamisli potpuno novi, bežično umreženi svet.
rts-5481808-022	rts	5481808	kolumna	svet	Smatracnica	22	37	https://www.rts.rs/vesti/smatracnica/5481808/tesla-1900-prvi-zamislio-internet--besplatni-bezicni-i-multimedijalni.html	Tu zamisao nazvao je svetski sistem, a evo kako je Tesla 1900.
rts-5481808-023	rts	5481808	kolumna	svet	Smatracnica	23	37	https://www.rts.rs/vesti/smatracnica/5481808/tesla-1900-prvi-zamislio-internet--besplatni-bezicni-i-multimedijalni.html	opisao njegove praktične multimedijalne mogućnosti upotrebe: „Omogućava ne samo trenutni i precizni bežični prenos bilo koje vrste signala, poruka ili znakova, u sve delove sveta, već i međusobno povezivanje postojećih telegrafskih, telefonskih i drugih signalnih stanica...
rts-5481808-024	rts	5481808	kolumna	svet	Smatracnica	24	37	https://www.rts.rs/vesti/smatracnica/5481808/tesla-1900-prvi-zamislio-internet--besplatni-bezicni-i-multimedijalni.html	Jeftin prijemnik, ne veći od ručnog sata, omogući će mu da sluša bilo gde, na kopnu ili moru, govor koji se drži ili muziku koja se svira na nekom drugom mestu, koliko god daleko bilo“.
rts-5481808-025	rts	5481808	kolumna	svet	Smatracnica	25	37	https://www.rts.rs/vesti/smatracnica/5481808/tesla-1900-prvi-zamislio-internet--besplatni-bezicni-i-multimedijalni.html	je bila da sve oblike tadašnjih elektronskih komunikacija poveže u jedan – Svetski sistem, a da korisnici sve to dobiju kroz bežičnu vezu, bez obzira na vrstu sadržaja i udaljenost.
rts-5481808-026	rts	5481808	kolumna	svet	Smatracnica	26	37	https://www.rts.rs/vesti/smatracnica/5481808/tesla-1900-prvi-zamislio-internet--besplatni-bezicni-i-multimedijalni.html	Baš kao što to danas radi internet – povezivanje svih digitalnih komunikacija u jednu celinu!
rts-5481808-027	rts	5481808	kolumna	svet	Smatracnica	27	37	https://www.rts.rs/vesti/smatracnica/5481808/tesla-1900-prvi-zamislio-internet--besplatni-bezicni-i-multimedijalni.html	Upravo onako kako je naš genije to od početka sagledavao.
rts-5526817-029	rts	5526817	kolumna	kultura	Smatracnica	29	54	https://www.rts.rs/vesti/smatracnica/5526817/riblja-corba-arena-bora-djordjevic-najbolji-koncert.html	Nekoliko trenutaka bilo je potrebno da se hala smiri.
rts-5526817-030	rts	5526817	kolumna	kultura	Smatracnica	30	54	https://www.rts.rs/vesti/smatracnica/5526817/riblja-corba-arena-bora-djordjevic-najbolji-koncert.html	Iz potpune tišine krenula je pesma Pogledaj dom svoj, anđele .
rts-5526817-031	rts	5526817	kolumna	kultura	Smatracnica	31	54	https://www.rts.rs/vesti/smatracnica/5526817/riblja-corba-arena-bora-djordjevic-najbolji-koncert.html	Krajičkom oka vidimo kako Bora Đorđević, prepoznatljivim pokretima prekriva ili zaklanja oči rukama, prateći tekst pesme.
rts-5526817-032	rts	5526817	kolumna	kultura	Smatracnica	32	54	https://www.rts.rs/vesti/smatracnica/5526817/riblja-corba-arena-bora-djordjevic-najbolji-koncert.html	Arena je pevala sa nama, glasnije i veličanstvenije nego pre.
rts-5526817-033	rts	5526817	kolumna	kultura	Smatracnica	33	54	https://www.rts.rs/vesti/smatracnica/5526817/riblja-corba-arena-bora-djordjevic-najbolji-koncert.html	Više od 20.000 glasova stapalo se u savršenom skladu u nezamisliv hor.
rts-5526817-034	rts	5526817	kolumna	kultura	Smatracnica	34	54	https://www.rts.rs/vesti/smatracnica/5526817/riblja-corba-arena-bora-djordjevic-najbolji-koncert.html	Od siline zvuka, fascikle sa notama koje držimo iako znamo napamet i tekst i melodiju, vibriraju u rukama.
rts-5526817-035	rts	5526817	kolumna	kultura	Smatracnica	35	54	https://www.rts.rs/vesti/smatracnica/5526817/riblja-corba-arena-bora-djordjevic-najbolji-koncert.html	Ne vidi se to na snimcima, niti može da se oseti preko ekrana, može samo da se doživi.
rts-5526817-036	rts	5526817	kolumna	kultura	Smatracnica	36	54	https://www.rts.rs/vesti/smatracnica/5526817/riblja-corba-arena-bora-djordjevic-najbolji-koncert.html	Kraj koncerta došao je prebrzo jer smo na bis izveli samo tri pesme Ostani đubre do kraja , nezaobilaznu Lutku i tada novu numeru Prezir.
rts-5617257-022	rts	5617257	kolumna	pol-drustvo	Smatracnica	22	51	https://www.rts.rs/vesti/smatracnica/5617257/-u-novu-godinu-sa-staromodnim-rokovnikom-za-brojeve-telefona.html	Ništa više sreće nije bilo ni sa telefonom drugog deteta, ni trećeg.
rts-5617257-023	rts	5617257	kolumna	pol-drustvo	Smatracnica	23	51	https://www.rts.rs/vesti/smatracnica/5617257/-u-novu-godinu-sa-staromodnim-rokovnikom-za-brojeve-telefona.html	Da li je moguće da nijedan od četiri uređaja u kući koja rade nema opciju koja mi je preko potrebna u tom trenutku?!
rts-5617257-024	rts	5617257	kolumna	pol-drustvo	Smatracnica	24	51	https://www.rts.rs/vesti/smatracnica/5617257/-u-novu-godinu-sa-staromodnim-rokovnikom-za-brojeve-telefona.html	U svom tom komešanju misli dodatno pitanje kako zvati ljude ako kontakti nisu sačuvani?
rts-5617257-025	rts	5617257	kolumna	pol-drustvo	Smatracnica	25	51	https://www.rts.rs/vesti/smatracnica/5617257/-u-novu-godinu-sa-staromodnim-rokovnikom-za-brojeve-telefona.html	I onda olakšanje, imam ih negde zapisane.
rts-5617257-026	rts	5617257	kolumna	pol-drustvo	Smatracnica	26	51	https://www.rts.rs/vesti/smatracnica/5617257/-u-novu-godinu-sa-staromodnim-rokovnikom-za-brojeve-telefona.html	Na papiru na kojem sam pisala teme, u starom rokovniku u kojem su se nekada upisivali brojevi telefona.
rts-5617257-027	rts	5617257	kolumna	pol-drustvo	Smatracnica	27	51	https://www.rts.rs/vesti/smatracnica/5617257/-u-novu-godinu-sa-staromodnim-rokovnikom-za-brojeve-telefona.html	Nikada brže nisam okretala stranice papira i mislim da mi nikada nije bilo draže što više od 20 godina čuvam te imenike.
rts-5617257-028	rts	5617257	kolumna	pol-drustvo	Smatracnica	28	51	https://www.rts.rs/vesti/smatracnica/5617257/-u-novu-godinu-sa-staromodnim-rokovnikom-za-brojeve-telefona.html	"Istina, poslednjih godina ih nisam mnogo ""ažurirala"", ali to što mi treba uspevam nekako da pronađem."
rts-5617257-029	rts	5617257	kolumna	pol-drustvo	Smatracnica	29	51	https://www.rts.rs/vesti/smatracnica/5617257/-u-novu-godinu-sa-staromodnim-rokovnikom-za-brojeve-telefona.html	Sreća, pa ni raznorazne beleške ne bacam dok se priča ne objavi.
rts-5918793-008	rts	5918793	kolumna	sport	Smatracnica	8	23	https://www.rts.rs/vesti/smatracnica/5918793/vreme-je-da-se-sa-tribina-zapeva-zoanu-penjaroji.html	Za ne poželeti ni najgorem neprijatelju.
rts-5918793-009	rts	5918793	kolumna	sport	Smatracnica	9	23	https://www.rts.rs/vesti/smatracnica/5918793/vreme-je-da-se-sa-tribina-zapeva-zoanu-penjaroji.html	"Ni u ""mirnodopskim uslovima"" apsolutno niko u očima navijača Partizana ne bi bio dovoljno velik i dostojan da preuzme tablu i flomaster Željka Obradovića."
rts-5918793-010	rts	5918793	kolumna	sport	Smatracnica	10	23	https://www.rts.rs/vesti/smatracnica/5918793/vreme-je-da-se-sa-tribina-zapeva-zoanu-penjaroji.html	"Neko je morao, i to u klubu oko kojeg se sve (gledano sa strane, mada se ispostavilo da nije bilo tako) preko noći raspalo i u kojem nisu ""zaratili"" (valjda) samo tetkica i domar."
rts-5918793-011	rts	5918793	kolumna	sport	Smatracnica	11	23	https://www.rts.rs/vesti/smatracnica/5918793/vreme-je-da-se-sa-tribina-zapeva-zoanu-penjaroji.html	Dok su se drugi sklanjali i bežali od tektonski uzdrmanog Partizana, utrkujući se po stranicama novina i portala ko gaji veće poštovanje prema Željku Obradoviću, jedan čovek je u sebi pronašao motiv i često najmoćniju pokretačku snagu - nije imao šta da izgubi.
rts-5918793-012	rts	5918793	kolumna	sport	Smatracnica	12	23	https://www.rts.rs/vesti/smatracnica/5918793/vreme-je-da-se-sa-tribina-zapeva-zoanu-penjaroji.html	Nesumnjivo svestan da mu se posle neslavno završenih epizoda u Valensiji, Baskoniji i Barseloni neće ukazati još mnogo prilika da skrene sa razvojnog puta nekog (uz dužno poštovanje) Sita Alonsa, Žoan Penjaroja se hrabro uhvatio u koštac sa Partizanovom kućom strave i svim njenim demonima.
rts-5918793-013	rts	5918793	kolumna	sport	Smatracnica	13	23	https://www.rts.rs/vesti/smatracnica/5918793/vreme-je-da-se-sa-tribina-zapeva-zoanu-penjaroji.html	U stilu košarkaškog Srđana Blagojevića, potpuno svestan svega i čist pred samim sobom, došao je tiho, skromno, bez krupnih reči, bez neostvarivih obećanja (kakvih u Partizanu naročito ne manjka) i bez ikakvih očekivanja crno-bele javnosti kojoj se odlaskom Željka Obradovića naprasno srušio ceo svet.
rts-5918793-014	rts	5918793	kolumna	sport	Smatracnica	14	23	https://www.rts.rs/vesti/smatracnica/5918793/vreme-je-da-se-sa-tribina-zapeva-zoanu-penjaroji.html	Ne trpe ni rezultati u regionalnoj ABA ligi, za crno-bele trenutno najvažnijem takmičenju, a atmosfera u timu i na tribinama gotovo da nema dodirnih tačaka sa onom koju je španski trener zatekao u Beogradu.
rts-5918793-015	rts	5918793	kolumna	sport	Smatracnica	15	23	https://www.rts.rs/vesti/smatracnica/5918793/vreme-je-da-se-sa-tribina-zapeva-zoanu-penjaroji.html	Svlačionicu je dobro i na vreme pretresao, proluftirao i sve posložio na svoje mesto.
rts-5922605-000	rts	5922605	kolumna	ekonomija	Smatracnica	0	19	https://www.rts.rs/vesti/smatracnica/5922605/dusko-vujosevic-kk-partizan-2026.html	Kad su bili mali, nekima su čitali Malu sirenu da ih nauče da se za ideale i slobodu uvek vredi boriti i žrtvovati, čak i kada je poraz neminovan.
rts-5922605-001	rts	5922605	kolumna	ekonomija	Smatracnica	1	19	https://www.rts.rs/vesti/smatracnica/5922605/dusko-vujosevic-kk-partizan-2026.html	Nama nisu morali, mi smo imali Duletov Partizan.
rts-5922605-002	rts	5922605	kolumna	ekonomija	Smatracnica	2	19	https://www.rts.rs/vesti/smatracnica/5922605/dusko-vujosevic-kk-partizan-2026.html	Kad su bili mali, nekima su čitali Tri praseta da ih nauče da se posvećenost, studioznost, marljiv i predan rad, čak i ako izazivaju podsmeh, na kraju uvek isplate.
rts-5922605-003	rts	5922605	kolumna	ekonomija	Smatracnica	3	19	https://www.rts.rs/vesti/smatracnica/5922605/dusko-vujosevic-kk-partizan-2026.html	Nama nisu morali, mi smo imali Duletov Partizan.
rts-5922605-004	rts	5922605	kolumna	ekonomija	Smatracnica	4	19	https://www.rts.rs/vesti/smatracnica/5922605/dusko-vujosevic-kk-partizan-2026.html	Kad su bili mali, nekima su čitali Uspavanu lepoticu da ih nauče da je prava ljubav jača od najjače zavisti i od svakog zla.
rts-5922605-005	rts	5922605	kolumna	ekonomija	Smatracnica	5	19	https://www.rts.rs/vesti/smatracnica/5922605/dusko-vujosevic-kk-partizan-2026.html	Nama nisu morali, mi smo imali Duletov Partizan.
rts-5922605-006	rts	5922605	kolumna	ekonomija	Smatracnica	6	19	https://www.rts.rs/vesti/smatracnica/5922605/dusko-vujosevic-kk-partizan-2026.html	Kad su bili mali, nekima su čitali Pepeljugu da ih nauče da se istinska lepota ne može na silu sakriti, zatrti i nadmašiti loše našminkanim kopijama.
rts-5922605-007	rts	5922605	kolumna	ekonomija	Smatracnica	7	19	https://www.rts.rs/vesti/smatracnica/5922605/dusko-vujosevic-kk-partizan-2026.html	Nama nisu morali, mi smo imali Duletov Partizan.
rts-5522243-005	rts	5522243	kolumna	ekonomija	Smatracnica	5	26	https://www.rts.rs/vesti/smatracnica/5522243/zasto-u-americi-niko-nece-posao-za-platu-od-sto-hiljada-dolara-godisnje.html	U stvari, pošto je u pitanju lanac restorana, tih radnih mesta imaju na više lokacija.
rts-5522243-006	rts	5522243	kolumna	ekonomija	Smatracnica	6	26	https://www.rts.rs/vesti/smatracnica/5522243/zasto-u-americi-niko-nece-posao-za-platu-od-sto-hiljada-dolara-godisnje.html	Zašto neko ne bi želeo da radi za tako velike pare?
rts-5522243-007	rts	5522243	kolumna	ekonomija	Smatracnica	7	26	https://www.rts.rs/vesti/smatracnica/5522243/zasto-u-americi-niko-nece-posao-za-platu-od-sto-hiljada-dolara-godisnje.html	Prvi je što očigledno ima dovoljno takvih radnih mesta za osobe koje ispunjavaju uslove i da su plate za slične poslove porasle u Americi od perioda pandemije koronavirusa.
rts-5522243-008	rts	5522243	kolumna	ekonomija	Smatracnica	8	26	https://www.rts.rs/vesti/smatracnica/5522243/zasto-u-americi-niko-nece-posao-za-platu-od-sto-hiljada-dolara-godisnje.html	Drugi je to što imati 100.000 dolara u Americi danas nije ni blizu toliko mnogo novca kao što je bilo nekada.
rts-5522243-009	rts	5522243	kolumna	ekonomija	Smatracnica	9	26	https://www.rts.rs/vesti/smatracnica/5522243/zasto-u-americi-niko-nece-posao-za-platu-od-sto-hiljada-dolara-godisnje.html	U stvari, u nekim situacijama, posebno ako imate porodicu, možda vam neće biti dovoljno za život.
rts-5522243-010	rts	5522243	kolumna	ekonomija	Smatracnica	10	26	https://www.rts.rs/vesti/smatracnica/5522243/zasto-u-americi-niko-nece-posao-za-platu-od-sto-hiljada-dolara-godisnje.html	Sto hiljada dolara godišnje znači da dobijete bruto 8.300 dolara mesečno, a pošto se u Americi plate primaju u neto iznosu, nakon što se odbije nekoliko poreza i mesečni trošak za zdravstveno osiguranje, dobija se verovatno oko 6.000 dolara mesečno.
rts-5522243-011	rts	5522243	kolumna	ekonomija	Smatracnica	11	26	https://www.rts.rs/vesti/smatracnica/5522243/zasto-u-americi-niko-nece-posao-za-platu-od-sto-hiljada-dolara-godisnje.html	Ti brojevi mogu donekle da variraju, u zavisnosti od toga gde živite i nekih drugih faktora.
rts-5522243-012	rts	5522243	kolumna	ekonomija	Smatracnica	12	26	https://www.rts.rs/vesti/smatracnica/5522243/zasto-u-americi-niko-nece-posao-za-platu-od-sto-hiljada-dolara-godisnje.html	Prosečna cena kuće u Americi je oko 500.000 dolara i, ako je kupite sa deset posto učešća, vaša ukupna mesečna rata, sa porezima i drugim izdacima, biće 4.000 dolara.
rts-5863565-030	rts	5863565	kolumna	pol-drustvo	Smatracnica	30	47	https://www.rts.rs/vesti/smatracnica/5863565/zima-sneg-.html	"I dok sam se kroz ""zatrpani"" grad strpljivo probijala do posla razmišljala sam kako bi na sve ovo reagovali oni ljudi iz mog detinjstva."
rts-5863565-031	rts	5863565	kolumna	pol-drustvo	Smatracnica	31	47	https://www.rts.rs/vesti/smatracnica/5863565/zima-sneg-.html	Oni za koje sneg nije bio iznenađenje!
rts-5863565-032	rts	5863565	kolumna	pol-drustvo	Smatracnica	32	47	https://www.rts.rs/vesti/smatracnica/5863565/zima-sneg-.html	Prvo, sigurno im ne bi bilo jasno otkud tolika zbrka i panika zbog snega u januaru.
rts-5863565-033	rts	5863565	kolumna	pol-drustvo	Smatracnica	33	47	https://www.rts.rs/vesti/smatracnica/5863565/zima-sneg-.html	Čudile bi ih i oprečne prognoze raznih meteorologa amatera koji bukvalno opsedaju medije.
rts-5863565-034	rts	5863565	kolumna	pol-drustvo	Smatracnica	34	47	https://www.rts.rs/vesti/smatracnica/5863565/zima-sneg-.html	"Smejali bi se naslovima u kojima nam ""preti zver sa istoka"" i najavljuju se ""ledeni armagedoni"", a u stvarnosti padne 20-ak centimetara snega i temperatura ode par stepeni ispod nule."
rts-5863565-035	rts	5863565	kolumna	pol-drustvo	Smatracnica	35	47	https://www.rts.rs/vesti/smatracnica/5863565/zima-sneg-.html	Čudili bi se meteoalarmima i porukama u kojima nas upozoravaju da će u sred zime pasti sneg.
rts-5863565-036	rts	5863565	kolumna	pol-drustvo	Smatracnica	36	47	https://www.rts.rs/vesti/smatracnica/5863565/zima-sneg-.html	Ne bi im bilo jasno zašto se voze automobili bez zimske opreme i zašto na put krećemo i kad nije neophodno.
