config	model	scheme	fold	macro_f1	f1_obj	f1_subj	accuracy	n_test	best_param	n_features
w12-tfidf-lower-stem	logreg	plain	0	0.7297	0.7772	0.6822	0.738	313	10	9860
w12-tfidf-lower-stem	logreg	plain	1	0.7179	0.7801	0.6557	0.7316	313	10	9765
w12-tfidf-lower-stem	logreg	plain	2	0.7314	0.7906	0.6721	0.7444	313	10	9858
w12-tfidf-lower-stem	logreg	plain	3	0.7183	0.7624	0.6742	0.7252	313	10	9854
w12-tfidf-lower-stem	logreg	plain	4	0.7091	0.7704	0.6478	0.722	313	10	9845
w12-tfidf-lower-stem	logreg	plain	5	0.6885	0.7383	0.6388	0.6965	313	10	9763
w12-tfidf-lower-stem	logreg	plain	6	0.7329	0.7884	0.6774	0.7444	313	10	9781
w12-tfidf-lower-stem	logreg	plain	7	0.6728	0.7407	0.6048	0.6869	313	10	9762
w12-tfidf-lower-stem	logreg	plain	8	0.6926	0.736	0.6493	0.6987	312	10	9826
w12-tfidf-lower-stem	logreg	plain	9	0.701	0.7652	0.6367	0.7147	312	10	9817
w12-tfidf-lower-stem	logreg	grouped	0	0.6792	0.7481	0.6104	0.694	317	10	9868
w12-tfidf-lower-stem	logreg	grouped	1	0.6469	0.7068	0.5869	0.6571	312	10	9773
w12-tfidf-lower-stem	logreg	grouped	2	0.6435	0.7046	0.5824	0.654	315	10	9830
w12-tfidf-lower-stem	logreg	grouped	3	0.6322	0.7053	0.5591	0.6467	317	10	9907
w12-tfidf-lower-stem	logreg	grouped	4	0.6824	0.7097	0.6551	0.6847	314	10	9827
w12-tfidf-lower-stem	logreg	grouped	5	0.6975	0.7547	0.6403	0.7083	312	100	9873
w12-tfidf-lower-stem	logreg	grouped	6	0.69	0.7673	0.6128	0.7093	313	10	9917
w12-tfidf-lower-stem	logreg	grouped	7	0.7435	0.7867	0.7004	0.7508	309	10	9964
w12-tfidf-lower-stem	logreg	grouped	8	0.7015	0.7575	0.6454	0.712	309	10	9875
w12-tfidf-lower-stem	logreg	grouped	9	0.7199	0.7705	0.6693	0.729	310	10	9818
w12-tfidf-lower-stem	nb	plain	0	0.7616	0.7967	0.7266	0.7668	313	0.1	9860
w12-tfidf-lower-stem	nb	plain	1	0.7217	0.7742	0.6693	0.7316	313	0.1	9765
w12-tfidf-lower-stem	nb	plain	2	0.7303	0.776	0.6846	0.738	313	0.1	9858
w12-tfidf-lower-stem	nb	plain	3	0.7044	0.7422	0.6667	0.7093	313	0.1	9854
w12-tfidf-lower-stem	nb	plain	4	0.7195	0.7696	0.6693	0.7284	313	0.1	9845
w12-tfidf-lower-stem	nb	plain	5	0.7082	0.7548	0.6616	0.7157	313	0.1	9763
w12-tfidf-lower-stem	nb	plain	6	0.744	0.8021	0.686	0.7572	313	0.5	9781
w12-tfidf-lower-stem	nb	plain	7	0.7692	0.8098	0.7287	0.7764	313	0.1	9762
w12-tfidf-lower-stem	nb	plain	8	0.6687	0.7069	0.6304	0.6731	312	0.1	9826
w12-tfidf-lower-stem	nb	plain	9	0.7314	0.7805	0.6824	0.7404	312	0.1	9817
w12-tfidf-lower-stem	nb	grouped	0	0.6769	0.736	0.6178	0.6877	317	0.1	9868
w12-tfidf-lower-stem	nb	grouped	1	0.6717	0.7222	0.6212	0.6795	312	0.1	9773
w12-tfidf-lower-stem	nb	grouped	2	0.6668	0.7228	0.6107	0.6762	315	0.1	9830
w12-tfidf-lower-stem	nb	grouped	3	0.6136	0.7026	0.5246	0.6341	317	0.5	9907
w12-tfidf-lower-stem	nb	grouped	4	0.716	0.7603	0.6717	0.7229	314	0.5	9827
w12-tfidf-lower-stem	nb	grouped	5	0.7601	0.7978	0.7224	0.766	312	0.1	9873
w12-tfidf-lower-stem	nb	grouped	6	0.7373	0.7969	0.6777	0.7508	313	0.1	9917
w12-tfidf-lower-stem	nb	grouped	7	0.7426	0.7784	0.7068	0.7476	309	0.1	9964
w12-tfidf-lower-stem	nb	grouped	8	0.6932	0.7459	0.6406	0.7023	309	0.1	9875
w12-tfidf-lower-stem	nb	grouped	9	0.7145	0.7624	0.6667	0.7226	310	0.1	9818
w13-tfidf-lower-stem	logreg	plain	0	0.7374	0.7802	0.6947	0.7444	313	10	11328
w13-tfidf-lower-stem	logreg	plain	1	0.712	0.7737	0.6504	0.7252	313	10	11191
w13-tfidf-lower-stem	logreg	plain	2	0.7388	0.7947	0.6829	0.7508	313	10	11321
w13-tfidf-lower-stem	logreg	plain	3	0.7088	0.7535	0.6642	0.7157	313	10	11314
w13-tfidf-lower-stem	logreg	plain	4	0.715	0.7769	0.6531	0.7284	313	10	11289
w13-tfidf-lower-stem	logreg	plain	5	0.6856	0.7348	0.6364	0.6933	313	10	11167
w13-tfidf-lower-stem	logreg	plain	6	0.7292	0.7863	0.6721	0.7412	313	10	11252
w13-tfidf-lower-stem	logreg	plain	7	0.6661	0.7354	0.5968	0.6805	313	10	11204
w13-tfidf-lower-stem	logreg	plain	8	0.6956	0.7395	0.6517	0.7019	312	10	11257
w13-tfidf-lower-stem	logreg	plain	9	0.7173	0.7789	0.6557	0.7308	312	10	11246
w13-tfidf-lower-stem	logreg	grouped	0	0.6896	0.7552	0.624	0.7035	317	10	11382
w13-tfidf-lower-stem	logreg	grouped	1	0.6365	0.6995	0.5736	0.6474	312	10	11197
w13-tfidf-lower-stem	logreg	grouped	2	0.65	0.71	0.59	0.6603	315	10	11250
w13-tfidf-lower-stem	logreg	grouped	3	0.6294	0.7018	0.5569	0.6435	317	10	11383
w13-tfidf-lower-stem	logreg	grouped	4	0.6824	0.7097	0.6551	0.6847	314	10	11323
w13-tfidf-lower-stem	logreg	grouped	5	0.7517	0.8042	0.6992	0.7628	312	10	11338
w13-tfidf-lower-stem	logreg	grouped	6	0.6882	0.7629	0.6134	0.7061	313	10	11418
w13-tfidf-lower-stem	logreg	grouped	7	0.7538	0.7944	0.7132	0.7605	309	10	11479
w13-tfidf-lower-stem	logreg	grouped	8	0.691	0.75	0.632	0.7023	309	10	11356
w13-tfidf-lower-stem	logreg	grouped	9	0.7229	0.7738	0.6719	0.7323	310	10	11260
w13-tfidf-lower-stem	nb	plain	0	0.756	0.7887	0.7232	0.7604	313	0.1	11328
w13-tfidf-lower-stem	nb	plain	1	0.7224	0.773	0.6719	0.7316	313	0.1	11191
w13-tfidf-lower-stem	nb	plain	2	0.7219	0.7645	0.6792	0.7284	313	0.1	11321
w13-tfidf-lower-stem	nb	plain	3	0.7049	0.7407	0.6691	0.7093	313	0.1	11314
w13-tfidf-lower-stem	nb	plain	4	0.7165	0.7663	0.6667	0.7252	313	0.1	11289
w13-tfidf-lower-stem	nb	plain	5	0.7219	0.7645	0.6792	0.7284	313	0.1	11167
w13-tfidf-lower-stem	nb	plain	6	0.7433	0.7958	0.6908	0.754	313	0.1	11252
w13-tfidf-lower-stem	nb	plain	7	0.7692	0.8098	0.7287	0.7764	313	0.1	11204
w13-tfidf-lower-stem	nb	plain	8	0.6782	0.7163	0.64	0.6827	312	0.1	11257
w13-tfidf-lower-stem	nb	plain	9	0.7423	0.7869	0.6977	0.75	312	0.1	11246
w13-tfidf-lower-stem	nb	grouped	0	0.6878	0.7419	0.6336	0.6972	317	0.1	11382
w13-tfidf-lower-stem	nb	grouped	1	0.6797	0.7433	0.616	0.6923	312	0.5	11197
w13-tfidf-lower-stem	nb	grouped	2	0.661	0.7158	0.6061	0.6698	315	0.1	11250
w13-tfidf-lower-stem	nb	grouped	3	0.628	0.7113	0.5447	0.6467	317	0.5	11383
w13-tfidf-lower-stem	nb	grouped	4	0.716	0.7603	0.6717	0.7229	314	0.5	11323
w13-tfidf-lower-stem	nb	grouped	5	0.7535	0.7922	0.7148	0.7596	312	0.1	11338
w13-tfidf-lower-stem	nb	grouped	6	0.7589	0.8105	0.7073	0.77	313	0.1	11418
w13-tfidf-lower-stem	nb	grouped	7	0.7536	0.7839	0.7232	0.7573	309	0.1	11479
w13-tfidf-lower-stem	nb	grouped	8	0.7059	0.7582	0.6535	0.7152	309	0.1	11356
w13-tfidf-lower-stem	nb	grouped	9	0.7212	0.768	0.6744	0.729	310	0.1	11260
w13-tf-lower-stem	logreg	plain	0	0.7213	0.7658	0.6768	0.7284	313	100	11328
w13-tf-lower-stem	logreg	plain	1	0.7187	0.7789	0.6585	0.7316	313	10	11191
w13-tf-lower-stem	logreg	plain	2	0.7225	0.781	0.664	0.7348	313	10	11321
w13-tf-lower-stem	logreg	plain	3	0.7039	0.7437	0.6642	0.7093	313	100	11314
w13-tf-lower-stem	logreg	plain	4	0.7107	0.768	0.6534	0.722	313	10	11289
w13-tf-lower-stem	logreg	plain	5	0.6761	0.7258	0.6264	0.6837	313	10	11167
w13-tf-lower-stem	logreg	plain	6	0.7247	0.7775	0.6719	0.7348	313	10	11252
w13-tf-lower-stem	logreg	plain	7	0.6556	0.7282	0.583	0.6709	313	10	11204
w13-tf-lower-stem	logreg	plain	8	0.6812	0.7313	0.6312	0.6891	312	10	11257
w13-tf-lower-stem	logreg	plain	9	0.693	0.754	0.632	0.7051	312	10	11246
w13-tf-lower-stem	logreg	grouped	0	0.6896	0.7552	0.624	0.7035	317	10	11382
w13-tf-lower-stem	logreg	grouped	1	0.671	0.7238	0.6183	0.6795	312	10	11197
w13-tf-lower-stem	logreg	grouped	2	0.6464	0.7081	0.5846	0.6571	315	10	11250
w13-tf-lower-stem	logreg	grouped	3	0.6228	0.6966	0.549	0.6372	317	10	11383
w13-tf-lower-stem	logreg	grouped	4	0.6759	0.7038	0.6481	0.6783	314	10	11323
w13-tf-lower-stem	logreg	grouped	5	0.7204	0.7742	0.6667	0.7308	312	100	11338
w13-tf-lower-stem	logreg	grouped	6	0.6696	0.7519	0.5872	0.6901	313	10	11418
w13-tf-lower-stem	logreg	grouped	7	0.7477	0.7877	0.7077	0.754	309	10	11479
w13-tf-lower-stem	logreg	grouped	8	0.6894	0.7527	0.626	0.7023	309	10	11356
w13-tf-lower-stem	logreg	grouped	9	0.7109	0.7603	0.6615	0.7194	310	10	11260
w13-tf-lower-stem	nb	plain	0	0.7616	0.7967	0.7266	0.7668	313	0.1	11328
w13-tf-lower-stem	nb	plain	1	0.741	0.7914	0.6905	0.7508	313	0.1	11191
w13-tf-lower-stem	nb	plain	2	0.753	0.7956	0.7104	0.7604	313	0.1	11321
w13-tf-lower-stem	nb	plain	3	0.7124	0.7556	0.6692	0.7188	313	0.1	11314
w13-tf-lower-stem	nb	plain	4	0.7217	0.7742	0.6693	0.7316	313	0.1	11289
w13-tf-lower-stem	nb	plain	5	0.7249	0.768	0.6818	0.7316	313	0.1	11167
w13-tf-lower-stem	nb	plain	6	0.7579	0.8043	0.7115	0.7668	313	0.1	11252
w13-tf-lower-stem	nb	plain	7	0.7626	0.8043	0.7209	0.77	313	0.1	11204
w13-tf-lower-stem	nb	plain	8	0.6777	0.7179	0.6374	0.6827	312	0.1	11257
w13-tf-lower-stem	nb	plain	9	0.7413	0.7968	0.6857	0.7532	312	0.1	11246
w13-tf-lower-stem	nb	grouped	0	0.6839	0.7487	0.619	0.6972	317	0.1	11382
w13-tf-lower-stem	nb	grouped	1	0.6967	0.7473	0.6462	0.7051	312	0.1	11197
w13-tf-lower-stem	nb	grouped	2	0.6668	0.7228	0.6107	0.6762	315	0.1	11250
w13-tf-lower-stem	nb	grouped	3	0.6266	0.6984	0.5547	0.6404	317	0.1	11383
w13-tf-lower-stem	nb	grouped	4	0.7091	0.7443	0.6739	0.7134	314	0.1	11323
w13-tf-lower-stem	nb	grouped	5	0.754	0.7911	0.717	0.7596	312	0.1	11338
w13-tf-lower-stem	nb	grouped	6	0.75	0.8083	0.6917	0.7636	313	0.1	11418
w13-tf-lower-stem	nb	grouped	7	0.7543	0.7933	0.7154	0.7605	309	0.1	11479
w13-tf-lower-stem	nb	grouped	8	0.7186	0.7705	0.6667	0.7282	309	0.1	11356
w13-tf-lower-stem	nb	grouped	9	0.7302	0.7781	0.6824	0.7387	310	0.1	11260
w1-tfidf-lower	logreg	plain	0	0.701	0.7507	0.6513	0.7093	313	10	5743
w1-tfidf-lower	logreg	plain	1	0.704	0.7541	0.6538	0.7125	313	10	5697
w1-tfidf-lower	logreg	plain	2	0.7122	0.7655	0.6588	0.722	313	10	5771
w1-tfidf-lower	logreg	plain	3	0.6982	0.756	0.6403	0.7093	313	10	5755
w1-tfidf-lower	logreg	plain	4	0.7254	0.7763	0.6745	0.7348	313	10	5789
w1-tfidf-lower	logreg	plain	5	0.6982	0.756	0.6403	0.7093	313	10	5692
w1-tfidf-lower	logreg	plain	6	0.6982	0.756	0.6403	0.7093	313	10	5699
w1-tfidf-lower	logreg	plain	7	0.6564	0.7344	0.5785	0.6741	313	10	5697
w1-tfidf-lower	logreg	plain	8	0.6571	0.7143	0.6	0.6667	312	10	5723
w1-tfidf-lower	logreg	plain	9	0.6904	0.7579	0.623	0.7051	312	10	5754
w1-tfidf-lower	logreg	grouped	0	0.6594	0.7325	0.5863	0.6751	317	10	5758
w1-tfidf-lower	logreg	grouped	1	0.6654	0.734	0.5968	0.6795	312	10	5698
w1-tfidf-lower	logreg	grouped	2	0.6747	0.7253	0.6241	0.6825	315	10	5765
w1-tfidf-lower	logreg	grouped	3	0.6274	0.705	0.5498	0.6435	317	10	5782
w1-tfidf-lower	logreg	grouped	4	0.6854	0.7135	0.6573	0.6879	314	10	5748
w1-tfidf-lower	logreg	grouped	5	0.6834	0.7453	0.6215	0.6955	312	10	5755
w1-tfidf-lower	logreg	grouped	6	0.6503	0.7352	0.5654	0.6709	313	10	5741
w1-tfidf-lower	logreg	grouped	7	0.7435	0.7759	0.7111	0.7476	309	10	5782
w1-tfidf-lower	logreg	grouped	8	0.7071	0.7725	0.6417	0.7217	309	10	5745
w1-tfidf-lower	logreg	grouped	9	0.7145	0.7624	0.6667	0.7226	310	10	5736
w1-tfidf-lower	nb	plain	0	0.7265	0.764	0.6889	0.7316	313	0.1	5743
w1-tfidf-lower	nb	plain	1	0.7092	0.7622	0.6562	0.7188	313	0.5	5697
w1-tfidf-lower	nb	plain	2	0.7385	0.7778	0.6992	0.7444	313	0.1	5771
w1-tfidf-lower	nb	plain	3	0.6324	0.6923	0.5725	0.6422	313	0.1	5755
w1-tfidf-lower	nb	plain	4	0.7158	0.7757	0.6559	0.7284	313	0.5	5789
w1-tfidf-lower	nb	plain	5	0.6652	0.7368	0.5935	0.6805	313	0.5	5692
w1-tfidf-lower	nb	plain	6	0.7045	0.7696	0.6393	0.7188	313	0.5	5699
w1-tfidf-lower	nb	plain	7	0.6795	0.746	0.6129	0.6933	313	0.1	5697
w1-tfidf-lower	nb	plain	8	0.6579	0.7127	0.6031	0.6667	312	0.5	5723
w1-tfidf-lower	nb	plain	9	0.751	0.8053	0.6967	0.7628	312	0.5	5754
w1-tfidf-lower	nb	grouped	0	0.6687	0.7335	0.6039	0.6814	317	0.1	5758
w1-tfidf-lower	nb	grouped	1	0.6542	0.7107	0.5977	0.6635	312	0.1	5698
w1-tfidf-lower	nb	grouped	2	0.6765	0.7207	0.6324	0.6825	315	0.1	5765
w1-tfidf-lower	nb	grouped	3	0.6302	0.7083	0.552	0.6467	317	0.5	5782
w1-tfidf-lower	nb	grouped	4	0.6793	0.7059	0.6528	0.6815	314	0.1	5748
w1-tfidf-lower	nb	grouped	5	0.6983	0.7534	0.6431	0.7083	312	0.1	5755
w1-tfidf-lower	nb	grouped	6	0.6652	0.7198	0.6107	0.6741	313	0.1	5741
w1-tfidf-lower	nb	grouped	7	0.6953	0.7594	0.6311	0.7087	309	0.5	5782
w1-tfidf-lower	nb	grouped	8	0.7327	0.7958	0.6695	0.7476	309	0.5	5745
w1-tfidf-lower	nb	grouped	9	0.691	0.7438	0.6381	0.7	310	0.1	5736
w12-tfidf-lower	logreg	plain	0	0.7247	0.7775	0.6719	0.7348	313	10	9928
w12-tfidf-lower	logreg	plain	1	0.6974	0.7573	0.6375	0.7093	313	10	9815
w12-tfidf-lower	logreg	plain	2	0.7026	0.7568	0.6484	0.7125	313	10	9952
w12-tfidf-lower	logreg	plain	3	0.6687	0.7312	0.6063	0.6805	313	10	9929
w12-tfidf-lower	logreg	plain	4	0.7303	0.776	0.6846	0.738	313	10	9936
w12-tfidf-lower	logreg	plain	5	0.6745	0.738	0.6111	0.6869	313	10	9832
w12-tfidf-lower	logreg	plain	6	0.7099	0.7692	0.6506	0.722	313	10	9836
w12-tfidf-lower	logreg	plain	7	0.6486	0.7306	0.5667	0.6677	313	10	9796
w12-tfidf-lower	logreg	plain	8	0.6622	0.7131	0.6113	0.6699	312	10	9829
w12-tfidf-lower	logreg	plain	9	0.7189	0.7766	0.6613	0.7308	312	10	9862
w12-tfidf-lower	logreg	grouped	0	0.6536	0.7333	0.5738	0.6719	317	10	9955
w12-tfidf-lower	logreg	grouped	1	0.65	0.7263	0.5738	0.6667	312	10	9839
w12-tfidf-lower	logreg	grouped	2	0.6726	0.7297	0.6154	0.6825	315	10	9893
w12-tfidf-lower	logreg	grouped	3	0.6218	0.6898	0.5538	0.6341	317	100	9958
w12-tfidf-lower	logreg	grouped	4	0.6906	0.7241	0.6571	0.6943	314	10	9937
w12-tfidf-lower	logreg	grouped	5	0.6975	0.7547	0.6403	0.7083	312	10	9955
w12-tfidf-lower	logreg	grouped	6	0.644	0.7225	0.5656	0.6613	313	10	9922
w12-tfidf-lower	logreg	grouped	7	0.7151	0.7584	0.6718	0.7217	309	10	10030
w12-tfidf-lower	logreg	grouped	8	0.7012	0.766	0.6364	0.7152	309	10	9963
w12-tfidf-lower	logreg	grouped	9	0.691	0.7438	0.6381	0.7	310	10	9895
w12-tfidf-lower	nb	plain	0	0.7365	0.7718	0.7011	0.7412	313	0.1	9928
w12-tfidf-lower	nb	plain	1	0.7213	0.7658	0.6768	0.7284	313	0.1	9815
w12-tfidf-lower	nb	plain	2	0.743	0.7775	0.7085	0.7476	313	0.1	9952
w12-tfidf-lower	nb	plain	3	0.6519	0.6986	0.6052	0.6581	313	0.1	9929
w12-tfidf-lower	nb	plain	4	0.7112	0.7582	0.6641	0.7188	313	0.1	9936
w12-tfidf-lower	nb	plain	5	0.6856	0.7348	0.6364	0.6933	313	0.1	9832
w12-tfidf-lower	nb	plain	6	0.7033	0.7554	0.6512	0.7125	313	0.1	9836
w12-tfidf-lower	nb	plain	7	0.6701	0.7576	0.5826	0.6933	313	0.5	9796
w12-tfidf-lower	nb	plain	8	0.6392	0.6819	0.5964	0.6442	312	0.1	9829
w12-tfidf-lower	nb	plain	9	0.7555	0.7978	0.7132	0.7628	312	0.1	9862
w12-tfidf-lower	nb	grouped	0	0.6847	0.7474	0.622	0.6972	317	0.1	9955
w12-tfidf-lower	nb	grouped	1	0.6706	0.7139	0.6273	0.6763	312	0.1	9839
w12-tfidf-lower	nb	grouped	2	0.7019	0.7444	0.6593	0.7079	315	0.1	9893
w12-tfidf-lower	nb	grouped	3	0.6394	0.7008	0.5779	0.6498	317	0.1	9958
w12-tfidf-lower	nb	grouped	4	0.6692	0.6997	0.6386	0.672	314	0.1	9937
w12-tfidf-lower	nb	grouped	5	0.7039	0.7514	0.6565	0.7115	312	0.1	9955
w12-tfidf-lower	nb	grouped	6	0.6987	0.7459	0.6515	0.7061	313	0.1	9922
w12-tfidf-lower	nb	grouped	7	0.7115	0.7563	0.6667	0.7184	309	0.1	10030
w12-tfidf-lower	nb	grouped	8	0.7229	0.7713	0.6745	0.7314	309	0.1	9963
w12-tfidf-lower	nb	grouped	9	0.7013	0.7514	0.6512	0.7097	310	0.1	9895
w13-tfidf-lower	logreg	plain	0	0.7343	0.7861	0.6825	0.7444	313	10	11116
w13-tfidf-lower	logreg	plain	1	0.7062	0.7672	0.6452	0.7188	313	10	10961
w13-tfidf-lower	logreg	plain	2	0.7019	0.7581	0.6457	0.7125	313	10	11128
w13-tfidf-lower	logreg	plain	3	0.6666	0.7263	0.607	0.6773	313	10	11099
w13-tfidf-lower	logreg	plain	4	0.7297	0.7772	0.6822	0.738	313	10	11097
w13-tfidf-lower	logreg	plain	5	0.6766	0.7427	0.6104	0.6901	313	10	10958
w13-tfidf-lower	logreg	plain	6	0.7032	0.7639	0.6426	0.7157	313	10	11014
w13-tfidf-lower	logreg	plain	7	0.6447	0.7287	0.5607	0.6645	313	10	10955
w13-tfidf-lower	logreg	plain	8	0.6629	0.7115	0.6142	0.6699	312	10	10957
w13-tfidf-lower	logreg	plain	9	0.7197	0.7754	0.664	0.7308	312	10	11016
w13-tfidf-lower	logreg	grouped	0	0.6536	0.7333	0.5738	0.6719	317	10	11177
w13-tfidf-lower	logreg	grouped	1	0.6405	0.7177	0.5633	0.6571	312	10	10992
w13-tfidf-lower	logreg	grouped	2	0.6951	0.7493	0.6409	0.7048	315	10	11032
w13-tfidf-lower	logreg	grouped	3	0.6021	0.6824	0.5217	0.6183	317	10	11132
w13-tfidf-lower	logreg	grouped	4	0.6872	0.7221	0.6523	0.6911	314	10	11149
w13-tfidf-lower	logreg	grouped	5	0.7012	0.7568	0.6457	0.7115	312	10	11129
w13-tfidf-lower	logreg	grouped	6	0.6412	0.7192	0.5633	0.6581	313	10	11120
w13-tfidf-lower	logreg	grouped	7	0.7151	0.7584	0.6718	0.7217	309	10	11250
w13-tfidf-lower	logreg	grouped	8	0.6991	0.7614	0.6367	0.712	309	10	11160
w13-tfidf-lower	logreg	grouped	9	0.7006	0.7527	0.6484	0.7097	310	10	11044
w13-tfidf-lower	nb	plain	0	0.7499	0.7819	0.7179	0.754	313	0.1	11116
w13-tfidf-lower	nb	plain	1	0.7249	0.768	0.6818	0.7316	313	0.1	10961
w13-tfidf-lower	nb	plain	2	0.7395	0.7753	0.7037	0.7444	313	0.1	11128
w13-tfidf-lower	nb	plain	3	0.6649	0.7099	0.6199	0.6709	313	0.1	11099
w13-tfidf-lower	nb	plain	4	0.7118	0.7569	0.6667	0.7188	313	0.1	11097
w13-tfidf-lower	nb	plain	5	0.6786	0.7474	0.6098	0.6933	313	0.5	10958
w13-tfidf-lower	nb	plain	6	0.6974	0.7486	0.6462	0.7061	313	0.1	11014
w13-tfidf-lower	nb	plain	7	0.6781	0.7614	0.5948	0.6997	313	0.5	10955
w13-tfidf-lower	nb	plain	8	0.6402	0.6783	0.6022	0.6442	312	0.1	10957
w13-tfidf-lower	nb	plain	9	0.756	0.7967	0.7154	0.7628	312	0.1	11016
w13-tfidf-lower	nb	grouped	0	0.679	0.7407	0.6172	0.6909	317	0.1	11177
w13-tfidf-lower	nb	grouped	1	0.6641	0.7082	0.6199	0.6699	312	0.1	10992
w13-tfidf-lower	nb	grouped	2	0.7013	0.7459	0.6567	0.7079	315	0.1	11032
w13-tfidf-lower	nb	grouped	3	0.643	0.7027	0.5833	0.653	317	0.1	11132
w13-tfidf-lower	nb	grouped	4	0.6601	0.6882	0.6319	0.6624	314	0.1	11149
w13-tfidf-lower	nb	grouped	5	0.695	0.7409	0.6491	0.7019	312	0.1	11129
w13-tfidf-lower	nb	grouped	6	0.7088	0.7535	0.6642	0.7157	313	0.1	11120
w13-tfidf-lower	nb	grouped	7	0.7217	0.764	0.6794	0.7282	309	0.1	11250
w13-tfidf-lower	nb	grouped	8	0.7266	0.7735	0.6797	0.7346	309	0.1	11160
w13-tfidf-lower	nb	grouped	9	0.7055	0.7521	0.659	0.7129	310	0.1	11044
w12-tf-lower	logreg	plain	0	0.7403	0.7926	0.688	0.7508	313	10	9928
w12-tf-lower	logreg	plain	1	0.6959	0.7668	0.625	0.7125	313	10	9815
w12-tf-lower	logreg	plain	2	0.7011	0.7594	0.6429	0.7125	313	10	9952
w12-tf-lower	logreg	plain	3	0.6575	0.7253	0.5896	0.6709	313	10	9929
