sentence_id	label	nedoumica	napomena	annotator
n1i-928873-017	SUBJ			Dimitrije
bli-8162721914-003	OBJ			Dimitrije
vre-4998388-013	OBJ			Dimitrije
vre-4948477-007	SUBJ			Dimitrije
pol-776155-004	SUBJ			Dimitrije
dan-974679248862-008	SUBJ			Dimitrije
pol-774641-010	SUBJ			Dimitrije
pol-783303-007	OBJ			Dimitrije
n1i-862314-043	OBJ			Dimitrije
pol-752256-018	SUBJ			Dimitrije
vre-4982089-013	SUBJ			Dimitrije
bli-74228882674-001	OBJ			Dimitrije
vre-5012460-018	OBJ			Dimitrije
bli-9099111866-001	OBJ			Dimitrije
rts-5512009-012	OBJ			Dimitrije
dan-991507817792-007	OBJ			Dimitrije
vre-5000424-007	OBJ			Dimitrije
dan-356165045608-002	OBJ			Dimitrije
pol-761066-053	SUBJ			Dimitrije
n1i-289896-000	SUBJ			Dimitrije
dan-799233598578-019	SUBJ			Dimitrije
dan-371249651231-043	SUBJ			Dimitrije
vre-5011555-018	OBJ			Dimitrije
bli-36147663713-008	OBJ			Dimitrije
bli-78075228580-019	OBJ			Dimitrije
n1i-746572-004	OBJ			Dimitrije
dan-127084395572-001	OBJ			Dimitrije
dan-350606325793-014	OBJ			Dimitrije
pol-754422-014	SUBJ			Dimitrije
pol-783293-008	OBJ			Dimitrije
n1i-184573-004	OBJ			Dimitrije
pol-773910-005	OBJ			Dimitrije
dan-628001085166-015	SUBJ			Dimitrije
dan-349129965166-016	SUBJ			Dimitrije
bli-44931989013-005	OBJ			Dimitrije
n1i-593928-022	SUBJ			Dimitrije
rts-6034951-007	OBJ			Dimitrije
n1i-648790-027	SUBJ			Dimitrije
pol-756889-010	SUBJ			Dimitrije
dan-273156172461-011	SUBJ			Dimitrije
dan-755167115591-019	OBJ			Dimitrije
vre-4956785-002	SUBJ			Dimitrije
pol-750838-008	SUBJ			Dimitrije
vre-4922837-015	SUBJ			Dimitrije
n1i-539601-006	SUBJ			Dimitrije
n1i-261679-004	OBJ			Dimitrije
dan-477652944950-002	OBJ			Dimitrije
vre-4931176-024	SUBJ			Dimitrije
rts-6035021-104	OBJ			Dimitrije
n1i-976710-009	SUBJ			Dimitrije
bli-36009458462-005	OBJ			Dimitrije
pol-761290-024	OBJ			Dimitrije
rts-6037180-030	OBJ			Dimitrije
dan-836641463989-012	SUBJ			Dimitrije
n1i-194167-060	OBJ			Dimitrije
n1i-422531-061	OBJ			Dimitrije
pol-775535-007	OBJ			Dimitrije
n1i-917305-014	SUBJ			Dimitrije
bli-28702987466-008	OBJ			Dimitrije
vre-4929804-008	SUBJ			Dimitrije
dan-283305996123-005	OBJ			Dimitrije
pol-773572-004	OBJ			Dimitrije
bli-49788632110-003	OBJ			Dimitrije
vre-4952328-011	OBJ			Dimitrije
pol-783397-008	OBJ			Dimitrije
vre-4978208-020	OBJ			Dimitrije
bli-74351411120-039	OBJ			Dimitrije
vre-4991499-004	OBJ			Dimitrije
rts-5918793-015	SUBJ			Dimitrije
pol-747221-022	OBJ			Dimitrije
rts-6035082-003	OBJ			Dimitrije
dan-359298452358-004	SUBJ			Dimitrije
pol-774327-018	OBJ			Dimitrije
n1i-786986-042	SUBJ			Dimitrije
bli-68156912677-058	SUBJ			Dimitrije
pol-749912-013	SUBJ			Dimitrije
vre-4937484-004	OBJ			Dimitrije
bli-60543088098-006	OBJ			Dimitrije
n1i-596877-002	SUBJ			Dimitrije
bli-27138866441-001	OBJ			Dimitrije
pol-715941-002	OBJ			Dimitrije
dan-750327860714-007	SUBJ			Dimitrije
rts-6027577-013	OBJ			Dimitrije
vre-5008262-016	OBJ			Dimitrije
bli-26494592732-017	OBJ			Dimitrije
pol-750140-033	OBJ			Dimitrije
rts-5617257-033	SUBJ			Dimitrije
n1i-319384-027	OBJ			Dimitrije
vre-4998006-011	OBJ			Dimitrije
rts-6011305-011	SUBJ			Dimitrije
bli-29621128562-005	OBJ			Dimitrije
n1i-433443-010	OBJ			Dimitrije
bli-20798595648-014	SUBJ			Dimitrije
pol-763002-031	OBJ			Dimitrije
vre-4967138-016	SUBJ			Dimitrije
n1i-362140-038	OBJ			Dimitrije
bli-71230383589-002	OBJ			Dimitrije
n1i-372766-003	OBJ			Dimitrije
bli-57014420107-007	OBJ			Dimitrije
rts-6032680-005	OBJ			Dimitrije
vre-5006760-029	OBJ			Dimitrije
n1i-814434-010	SUBJ			Dimitrije
dan-510123298899-000	SUBJ			Dimitrije
pol-759039-069	SUBJ			Dimitrije
rts-6027067-008	OBJ			Dimitrije
bli-33380391920-007	OBJ			Dimitrije
n1i-413363-021	OBJ			Dimitrije
dan-221656367654-018	SUBJ			Dimitrije
vre-4966200-014	SUBJ			Dimitrije
pol-759176-020	OBJ			Dimitrije
dan-195060797729-005	OBJ			Dimitrije
n1i-742971-007	OBJ			Dimitrije
n1i-330787-007	SUBJ			Dimitrije
n1i-272016-028	OBJ			Dimitrije
dan-302863878731-007	SUBJ			Dimitrije
bli-34999235599-003	OBJ			Dimitrije
dan-636811335761-001	OBJ			Dimitrije
dan-738596140573-017	SUBJ			Dimitrije
n1i-668917-037	SUBJ			Dimitrije
dan-485685474589-010	SUBJ			Dimitrije
vre-4977044-019	SUBJ			Dimitrije
dan-829739063252-004	OBJ			Dimitrije
dan-374730168556-003	SUBJ			Dimitrije
dan-419895962630-006	OBJ			Dimitrije
rts-6035638-061	OBJ			Dimitrije
pol-774087-012	OBJ			Dimitrije
vre-4973530-000	OBJ			Dimitrije
bli-73951088455-010	SUBJ			Dimitrije
vre-4934520-012	SUBJ			Dimitrije
dan-809962852959-015	OBJ			Dimitrije
vre-5002583-007	SUBJ			Dimitrije
vre-4939623-010	OBJ			Dimitrije
vre-4928805-007	OBJ			Dimitrije
dan-127370657318-029	SUBJ			Dimitrije
n1i-865459-006	SUBJ			Dimitrije
dan-699151381405-019	SUBJ			Dimitrije
rts-5560475-011	SUBJ			Dimitrije
n1i-501488-034	SUBJ			Dimitrije
vre-4973237-053	SUBJ			Dimitrije
n1i-927147-004	OBJ			Dimitrije
vre-5002936-033	SUBJ			Dimitrije
dan-835985637654-001	OBJ			Dimitrije
dan-918945551232-030	OBJ			Dimitrije
n1i-663709-007	SUBJ			Dimitrije
n1i-968871-024	OBJ			Dimitrije
n1i-763930-017	SUBJ			Dimitrije
vre-5005332-047	OBJ			Dimitrije
dan-579711375602-013	SUBJ			Dimitrije
vre-4965741-003	OBJ			Dimitrije
bli-15033754859-007	SUBJ			Dimitrije
vre-4982828-015	OBJ			Dimitrije
bli-19175683882-005	OBJ			Dimitrije
vre-4999756-014	SUBJ			Dimitrije
dan-393301420124-013	OBJ			Dimitrije
bli-27357956365-011	OBJ			Dimitrije
pol-775648-057	SUBJ			Dimitrije
bli-69573754796-024	SUBJ			Dimitrije
vre-4983491-018	SUBJ			Dimitrije
n1i-394443-049	SUBJ			Dimitrije
pol-777373-010	SUBJ			Dimitrije
rts-6028727-008	OBJ			Dimitrije
vre-5006882-002	OBJ			Dimitrije
bli-50940487061-008	OBJ			Dimitrije
n1i-837189-014	OBJ			Dimitrije
pol-782395-004	SUBJ			Dimitrije
dan-390414344818-024	SUBJ			Dimitrije
bli-41869799782-005	OBJ			Dimitrije
pol-782898-001	OBJ			Dimitrije
pol-771085-002	OBJ			Dimitrije
n1i-124956-004	SUBJ			Dimitrije
rts-5922605-010	OBJ			Dimitrije
bli-57393859413-003	OBJ			Dimitrije
n1i-770591-017	SUBJ			Dimitrije
bli-65121201597-002	OBJ			Dimitrije
n1i-720270-034	OBJ			Dimitrije
dan-472807206306-007	OBJ			Dimitrije
rts-6035594-023	OBJ			Dimitrije
n1i-417709-039	OBJ			Dimitrije
dan-388455945945-006	SUBJ			Dimitrije
pol-756279-008	SUBJ			Dimitrije
bli-13582197086-003	OBJ			Dimitrije
dan-353908777753-008	SUBJ			Dimitrije
vre-4975127-020	OBJ			Dimitrije
n1i-722816-023	SUBJ			Dimitrije
pol-749395-019	OBJ			Dimitrije
pol-771171-037	SUBJ			Dimitrije
n1i-992196-009	SUBJ			Dimitrije
rts-5996881-012	OBJ			Dimitrije
n1i-609675-016	SUBJ			Dimitrije
pol-762474-028	OBJ			Dimitrije
bli-74843587221-034	OBJ			Dimitrije
vre-4927972-030	SUBJ			Dimitrije
bli-10273523353-005	OBJ			Dimitrije
pol-779307-000	SUBJ			Dimitrije
bli-10661856054-004	OBJ			Dimitrije
pol-773024-012	OBJ			Dimitrije
n1i-583616-005	SUBJ			Dimitrije
n1i-341790-000	OBJ			Dimitrije
bli-36086159212-001	OBJ			Dimitrije
bli-12874271836-003	OBJ			Dimitrije
pol-756787-028	SUBJ			Dimitrije
vre-4981395-013	OBJ			Dimitrije
dan-848007019343-023	SUBJ			Dimitrije
dan-997701263776-009	SUBJ			Dimitrije
vre-4977512-007	OBJ			Dimitrije
rts-6030572-002	SUBJ			Dimitrije
rts-6037115-027	OBJ			Dimitrije
pol-718657-003	SUBJ			Dimitrije
rts-5863565-012	OBJ			Dimitrije
dan-342624403880-003	OBJ			Dimitrije
pol-749400-032	OBJ			Dimitrije
dan-223022264918-008	SUBJ			Dimitrije
n1i-288928-022	SUBJ			Dimitrije
vre-4934233-027	SUBJ			Dimitrije
bli-74432851928-001	OBJ			Dimitrije
dan-983130627570-010	OBJ			Dimitrije
bli-6905056231-005	OBJ			Dimitrije
vre-4978189-000	OBJ			Dimitrije
n1i-467835-011	SUBJ			Dimitrije
vre-4957979-022	OBJ			Dimitrije
pol-770279-020	OBJ			Dimitrije
n1i-514975-009	SUBJ			Dimitrije
bli-70949011516-004	OBJ			Dimitrije
n1i-537390-003	OBJ			Dimitrije
n1i-315167-018	SUBJ			Dimitrije
n1i-244258-028	SUBJ			Dimitrije
pol-783067-000	OBJ			Dimitrije
vre-5010643-006	SUBJ			Dimitrije
dan-861209451198-012	OBJ			Dimitrije
vre-4972996-010	SUBJ			Dimitrije
rts-5526817-045	OBJ			Dimitrije
pol-748724-016	SUBJ			Dimitrije
n1i-597570-002	OBJ			Dimitrije
rts-5548870-010	OBJ			Dimitrije
vre-5009070-011	SUBJ			Dimitrije
bli-46800433886-005	OBJ			Dimitrije
n1i-148573-009	OBJ			Dimitrije
vre-4983057-000	OBJ			Dimitrije
n1i-154621-024	OBJ			Dimitrije
bli-55144293120-004	OBJ			Dimitrije
dan-300071456986-004	OBJ			Dimitrije
vre-5000401-001	OBJ			Dimitrije
n1i-901147-007	OBJ			Dimitrije
pol-764415-046	SUBJ			Dimitrije
n1i-995339-004	OBJ			Dimitrije
