sentence_id	source	article_id	genre	topic	category	sent_idx	n_clean	url	text	in_quote	text_marked	member	label	izvor_oznake
pol-749400-031	politika	749400	kolumna	pol-drustvo	pogledi	31	37	https://www.politika.rs/sr/clanak/749400/haos-na-srpskim-univerzitetima-apsolutno-je-nezamisliv-u-americi	Za homo sapiense s bedžom svog univerziteta već sam rekao kako to hoda unutar univerziteta za zaposlene i studente.	Y	„Za homo sapiense s bedžom svog univerziteta već sam rekao kako to hoda unutar univerziteta za zaposlene i studente.“	../to_annotate_q.tsv	OBJ	Aleksa
pol-749400-032	politika	749400	kolumna	pol-drustvo	pogledi	32	37	https://www.politika.rs/sr/clanak/749400/haos-na-srpskim-univerzitetima-apsolutno-je-nezamisliv-u-americi	Za homo sapiense unutar univerziteta koji nemaju bedž brine se univerzitetska policija.	Y	„Za homo sapiense unutar univerziteta koji nemaju bedž brine se univerzitetska policija.“	../to_annotate_q.tsv	OBJ	usaglaseno
pol-749400-033	politika	749400	kolumna	pol-drustvo	pogledi	33	37	https://www.politika.rs/sr/clanak/749400/haos-na-srpskim-univerzitetima-apsolutno-je-nezamisliv-u-americi	U vezi s ratom u Gazi na zemljištu i u zgradama nekoliko univerziteta u SAD studenti, zaposleni i drugi homo sapiensi bez bedža držali su proteste, ozleđivali ljude i pravili štetu na imovini.	Y	„U vezi s ratom u Gazi na zemljištu i u zgradama nekoliko univerziteta u SAD studenti, zaposleni i drugi homo sapiensi bez bedža držali su proteste, ozleđivali ljude i pravili štetu na imovini.“	../to_annotate_q.tsv	OBJ	Aleksa
pol-749400-034	politika	749400	kolumna	pol-drustvo	pogledi	34	37	https://www.politika.rs/sr/clanak/749400/haos-na-srpskim-univerzitetima-apsolutno-je-nezamisliv-u-americi	Pošto su predsednici tih univerziteta ’zaboravili’ pravila univerziteta, oni više nisu zaposleni na tim univerzitetima.	Y	„Pošto su predsednici tih univerziteta ’zaboravili’ pravila univerziteta, oni više nisu zaposleni na tim univerzitetima.“	../to_annotate_q.tsv	OBJ	Aleksa
pol-750838-006	politika	750838	kolumna	pol-drustvo	pogledi	6	34	https://www.politika.rs/sr/clanak/750838/vandalizovanje-pravoslavne-svetinje-u-centru-zagreba	Razloge za toliku pažnju treba tražiti kako po mestu incidenta, tako i po značaju napadnutog objekta, ali i po vremenu u kojem se desio.		Razloge za toliku pažnju treba tražiti kako po mestu incidenta, tako i po značaju napadnutog objekta, ali i po vremenu u kojem se desio.	../to_annotate_q.tsv	SUBJ	Aleksa
pol-750838-007	politika	750838	kolumna	pol-drustvo	pogledi	7	34	https://www.politika.rs/sr/clanak/750838/vandalizovanje-pravoslavne-svetinje-u-centru-zagreba	Mesto incidenta (kolokvijalno Cvetni trg, zvanično Trg Petra Preradovića) jedan je od najživljih javnih prostora u centru Zagreba, poznat kao srce gradske „špice” i pešačka zona.		Mesto incidenta (kolokvijalno Cvetni trg, zvanično Trg Petra Preradovića) jedan je od najživljih javnih prostora u centru Zagreba, poznat kao srce gradske „špice” i pešačka zona.	../to_annotate_q.tsv	OBJ	Aleksa
pol-750838-008	politika	750838	kolumna	pol-drustvo	pogledi	8	34	https://www.politika.rs/sr/clanak/750838/vandalizovanje-pravoslavne-svetinje-u-centru-zagreba	Povezan je s okolnim ulicama kroz šarmantne prolaze ispunjene prodavnicama, omiljeno je sastajalište građana, mesto uličnih svirača i čestih javnih promocija ili akcija udruženja građana.		Povezan je s okolnim ulicama kroz šarmantne prolaze ispunjene prodavnicama, omiljeno je sastajalište građana, mesto uličnih svirača i čestih javnih promocija ili akcija udruženja građana.	../to_annotate_q.tsv	OBJ	usaglaseno
pol-750838-009	politika	750838	kolumna	pol-drustvo	pogledi	9	34	https://www.politika.rs/sr/clanak/750838/vandalizovanje-pravoslavne-svetinje-u-centru-zagreba	Napadnuti hram predstavlja jedan od najznačajnijih spomenika sakralne arhitekture 19. veka u Zagrebu.		Napadnuti hram predstavlja jedan od najznačajnijih spomenika sakralne arhitekture 19. veka u Zagrebu.	../to_annotate_q.tsv	OBJ	Aleksa
pol-750838-010	politika	750838	kolumna	pol-drustvo	pogledi	10	34	https://www.politika.rs/sr/clanak/750838/vandalizovanje-pravoslavne-svetinje-u-centru-zagreba	Na mestu današnjeg hrama nekada se nalazila katolička crkva Svete Margarete, koja se u spisima pominje još od 1334. i koju je Pravoslavna crkvena opština kupila 1794. od Zagrebačke biskupije.		Na mestu današnjeg hrama nekada se nalazila katolička crkva Svete Margarete, koja se u spisima pominje još od 1334. i koju je Pravoslavna crkvena opština kupila 1794. od Zagrebačke biskupije.	../to_annotate_q.tsv	OBJ	Aleksa
pol-750838-011	politika	750838	kolumna	pol-drustvo	pogledi	11	34	https://www.politika.rs/sr/clanak/750838/vandalizovanje-pravoslavne-svetinje-u-centru-zagreba	Izgradnja današnje crkve započeta je 1865, a završena 1866, prema projektu arhitekte Franje Klajna.		Izgradnja današnje crkve započeta je 1865, a završena 1866, prema projektu arhitekte Franje Klajna.	../to_annotate_q.tsv	OBJ	Aleksa
pol-750838-012	politika	750838	kolumna	pol-drustvo	pogledi	12	34	https://www.politika.rs/sr/clanak/750838/vandalizovanje-pravoslavne-svetinje-u-centru-zagreba	Čuveni arhitekta Herman Bole vršio je značajne rekonstrukcije u tri navrata: 1883–1884. uređenje enterijera i postavljanje današnjeg ikonostasa, koji je oslikao Epaminondas Bučevski; 1899. postavljena je nova, veća kapa zvonika; 1913–1914. izvršena je potpuna modifikacija fasade u neovizantijskom stilu.		Čuveni arhitekta Herman Bole vršio je značajne rekonstrukcije u tri navrata: 1883–1884. uređenje enterijera i postavljanje današnjeg ikonostasa, koji je oslikao Epaminondas Bučevski; 1899. postavljena je nova, veća kapa zvonika; 1913–1914. izvršena je potpuna modifikacija fasade u neovizantijskom stilu.	../to_annotate_q.tsv	OBJ	Aleksa
pol-750838-013	politika	750838	kolumna	pol-drustvo	pogledi	13	34	https://www.politika.rs/sr/clanak/750838/vandalizovanje-pravoslavne-svetinje-u-centru-zagreba	Status saborne crkve dobila je 1931, nakon osnivanja Zagrebačko-ljubljanske eparhije.		Status saborne crkve dobila je 1931, nakon osnivanja Zagrebačko-ljubljanske eparhije.	../to_annotate_q.tsv	OBJ	Aleksa
pol-748724-011	politika	748724	kolumna	pol-drustvo	pogledi	11	26	https://www.politika.rs/sr/clanak/748724/cemu-se-nadate	No, vratimo se na promotere Vučićevog pada od prošle nedelje, koji su jednako tako tvrdili da je zapravo Vučić pao i nedelju dana ranije kada su završeni izbori za deset lokalnih samouprava.		No, vratimo se na promotere Vučićevog pada od prošle nedelje, koji su jednako tako tvrdili da je zapravo Vučić pao i nedelju dana ranije kada su završeni izbori za deset lokalnih samouprava.	../to_annotate_q.tsv	SUBJ	Aleksa
pol-748724-012	politika	748724	kolumna	pol-drustvo	pogledi	12	26	https://www.politika.rs/sr/clanak/748724/cemu-se-nadate	Još uvek nas ubeđuju kako je nula veća od 10, te kako je procenat i broj glasova blokadera zapravo veći u odnosu na ono što je osvojio SNS.		Još uvek nas ubeđuju kako je nula veća od 10, te kako je procenat i broj glasova blokadera zapravo veći u odnosu na ono što je osvojio SNS.	../to_annotate_q.tsv	SUBJ	Aleksa
pol-748724-013	politika	748724	kolumna	pol-drustvo	pogledi	13	26	https://www.politika.rs/sr/clanak/748724/cemu-se-nadate	To pomalo nasilno medijsko ubeđivanje da je belo crno, a crno da je belo, liči na onu priču kako su sve vreme oni koji blokiraju fakultete, ulice, institucije, koji spaljuju tuđe prostorije, premlaćuju i napadaju, pa čak i pucaju u protivničke aktiviste, zapravo žrtve diktature.		To pomalo nasilno medijsko ubeđivanje da je belo crno, a crno da je belo, liči na onu priču kako su sve vreme oni koji blokiraju fakultete, ulice, institucije, koji spaljuju tuđe prostorije, premlaćuju i napadaju, pa čak i pucaju u protivničke aktiviste, zapravo žrtve diktature.	../to_annotate_q.tsv	SUBJ	Aleksa
pol-748724-014	politika	748724	kolumna	pol-drustvo	pogledi	14	26	https://www.politika.rs/sr/clanak/748724/cemu-se-nadate	Doduše, ubeđivali su nas da je Orban autokrata i da nikada neće priznati izborni rezultat, što je sve palo u vodu kada je dva sata po zatvaranju birališta izašao pred javnost i priznao poraz čestitavši protivnicima.		Doduše, ubeđivali su nas da je Orban autokrata i da nikada neće priznati izborni rezultat, što je sve palo u vodu kada je dva sata po zatvaranju birališta izašao pred javnost i priznao poraz čestitavši protivnicima.	../to_annotate_q.tsv	SUBJ	Aleksa
pol-748724-015	politika	748724	kolumna	pol-drustvo	pogledi	15	26	https://www.politika.rs/sr/clanak/748724/cemu-se-nadate	Inače, sve ove gluposti tvrde, jer baš oni nikada nikom nisu čestitali izbornu pobedu, a uredno tvrde kako ih iskustvo, koje inače nisu ni imali, uči da Vučić nikada neće priznati poraz.		Inače, sve ove gluposti tvrde, jer baš oni nikada nikom nisu čestitali izbornu pobedu, a uredno tvrde kako ih iskustvo, koje inače nisu ni imali, uči da Vučić nikada neće priznati poraz.	../to_annotate_q.tsv	SUBJ	Aleksa
pol-748724-016	politika	748724	kolumna	pol-drustvo	pogledi	16	26	https://www.politika.rs/sr/clanak/748724/cemu-se-nadate	Kao da zaboravljaju da je baš Vučić taj koji je na svega jedan odsto razlike priznao i čestitao Nenadu Bogdanoviću pobedu u trci za gradonačelnika Beograda.		Kao da zaboravljaju da je baš Vučić taj koji je na svega jedan odsto razlike priznao i čestitao Nenadu Bogdanoviću pobedu u trci za gradonačelnika Beograda.	../to_annotate_q.tsv	SUBJ	saglasnost
pol-748724-017	politika	748724	kolumna	pol-drustvo	pogledi	17	26	https://www.politika.rs/sr/clanak/748724/cemu-se-nadate	Tako to inače rade čestiti i pošteni ljudi, ali mi sa druge strane takve nemamo.		Tako to inače rade čestiti i pošteni ljudi, ali mi sa druge strane takve nemamo.	../to_annotate_q.tsv	SUBJ	Aleksa
pol-748724-018	politika	748724	kolumna	pol-drustvo	pogledi	18	26	https://www.politika.rs/sr/clanak/748724/cemu-se-nadate	Imamo one koji se kreću u granicama sopstvene pokvarenosti i koji sada počinju da bacaju drvlje i kamenje na Petera Mađara, jer nije pokrenuo talas revanšizma i lustracije prema Fidesovim pristalicama i rukovodiocima, što bi oni inače uradili smatrajući da je to nagrada za njihovu revolucionarnu borbu.		Imamo one koji se kreću u granicama sopstvene pokvarenosti i koji sada počinju da bacaju drvlje i kamenje na Petera Mađara, jer nije pokrenuo talas revanšizma i lustracije prema Fidesovim pristalicama i rukovodiocima, što bi oni inače uradili smatrajući da je to nagrada za njihovu revolucionarnu borbu.	../to_annotate_q.tsv	SUBJ	Aleksa
pol-754679-016	politika	754679	kolumna	pol-drustvo	pogledi	16	111	https://www.politika.rs/sr/clanak/754679/kazuj-zeljko-jesi-li-vestica	U takvom pristupu medijsko vlasništvo nije predmet analize, već samo povod za aktiviranje stare političke matrice.		U takvom pristupu medijsko vlasništvo nije predmet analize, već samo povod za aktiviranje stare političke matrice.	../to_annotate_q.tsv	SUBJ	Aleksa
pol-754679-017	politika	754679	kolumna	pol-drustvo	pogledi	17	111	https://www.politika.rs/sr/clanak/754679/kazuj-zeljko-jesi-li-vestica	Ivanović tu poziciju gradi decenijama.		Ivanović tu poziciju gradi decenijama.	../to_annotate_q.tsv	OBJ	Aleksa
pol-754679-018	politika	754679	kolumna	pol-drustvo	pogledi	18	111	https://www.politika.rs/sr/clanak/754679/kazuj-zeljko-jesi-li-vestica	Njegova javna biografija nije biografija novinara koji je stajao izvan sistema, već čoveka koji je iz sistema izrastao, u njemu se formirao, potom sa njim sarađivao, pa se sa njim sukobio kada su se odnosi promenili.		Njegova javna biografija nije biografija novinara koji je stajao izvan sistema, već čoveka koji je iz sistema izrastao, u njemu se formirao, potom sa njim sarađivao, pa se sa njim sukobio kada su se odnosi promenili.	../to_annotate_q.tsv	SUBJ	Aleksa
pol-754679-019	politika	754679	kolumna	pol-drustvo	pogledi	19	111	https://www.politika.rs/sr/clanak/754679/kazuj-zeljko-jesi-li-vestica	Početak tog puta vezuje se za titogradski omladinski medijski ambijent, za redakcije i strukture koje u socijalističkoj Crnoj Gori nisu bile nezavisne škole slobodnog novinarstva, već deo kontrolisanog društveno-političkog mehanizma.		Početak tog puta vezuje se za titogradski omladinski medijski ambijent, za redakcije i strukture koje u socijalističkoj Crnoj Gori nisu bile nezavisne škole slobodnog novinarstva, već deo kontrolisanog društveno-političkog mehanizma.	../to_annotate_q.tsv	OBJ	Aleksa
pol-754679-020	politika	754679	kolumna	pol-drustvo	pogledi	20	111	https://www.politika.rs/sr/clanak/754679/kazuj-zeljko-jesi-li-vestica	Omladinski pokret u Titogradu svakako nije bio disidentski kružok.		Omladinski pokret u Titogradu svakako nije bio disidentski kružok.	../to_annotate_q.tsv	OBJ	Aleksa
pol-754679-021	politika	754679	kolumna	pol-drustvo	pogledi	21	111	https://www.politika.rs/sr/clanak/754679/kazuj-zeljko-jesi-li-vestica	To je bio prostor u kojem su se selektovali kadrovi prihvatljivi sistemu, ljudi koji su znali granice dozvoljenog, ali i načine kako se unutar tih granica napreduje.		To je bio prostor u kojem su se selektovali kadrovi prihvatljivi sistemu, ljudi koji su znali granice dozvoljenog, ali i načine kako se unutar tih granica napreduje.	../to_annotate_q.tsv	SUBJ	Aleksa
pol-754679-022	politika	754679	kolumna	pol-drustvo	pogledi	22	111	https://www.politika.rs/sr/clanak/754679/kazuj-zeljko-jesi-li-vestica	U tom krugu, uz imena koja će kasnije ući u medije, politiku i biznis, pominju se i Željko Ivanović, Fahrudin Radončić, Šeki Radončić, Novica Đurić i drugi akteri jedne generacije koja je iz omladinskog novinarstva ušla u mnogo unosnije i uticajnije poslove.		U tom krugu, uz imena koja će kasnije ući u medije, politiku i biznis, pominju se i Željko Ivanović, Fahrudin Radončić, Šeki Radončić, Novica Đurić i drugi akteri jedne generacije koja je iz omladinskog novinarstva ušla u mnogo unosnije i uticajnije poslove.	../to_annotate_q.tsv	OBJ	Aleksa
pol-754679-023	politika	754679	kolumna	pol-drustvo	pogledi	23	111	https://www.politika.rs/sr/clanak/754679/kazuj-zeljko-jesi-li-vestica	Ta generacija nije nastala u vakuumu, već u sistemu koji je znao koga pušta u javni prostor.		Ta generacija nije nastala u vakuumu, već u sistemu koji je znao koga pušta u javni prostor.	../to_annotate_q.tsv	SUBJ	Aleksa
pol-752256-012	politika	752256	kolumna	pol-drustvo	pogledi	12	48	https://www.politika.rs/sr/clanak/752256/pravo-i-pravda-po-marti-kos	Osnovno u hrišćanstvu, da ljubimo bližnjeg svog, ne postoji, jer se kao glavna vrednost u društvu postavlja da je individua bitnija od kolektiva, pa je samim tim i postojanje države postalo deplasirano.		Osnovno u hrišćanstvu, da ljubimo bližnjeg svog, ne postoji, jer se kao glavna vrednost u društvu postavlja da je individua bitnija od kolektiva, pa je samim tim i postojanje države postalo deplasirano.	../to_annotate_q.tsv	SUBJ	Anica
pol-752256-013	politika	752256	kolumna	pol-drustvo	pogledi	13	48	https://www.politika.rs/sr/clanak/752256/pravo-i-pravda-po-marti-kos	Naravno, sve ovo odnosi se isključivo prema hrišćanskom svetu, dok je islamska kultura gotovo izdignuta na pijedestal i njoj se svuda izlazi u susret zbog neophodnosti radne snage, koja veoma nedostaje Evropi.		Naravno, sve ovo odnosi se isključivo prema hrišćanskom svetu, dok je islamska kultura gotovo izdignuta na pijedestal i njoj se svuda izlazi u susret zbog neophodnosti radne snage, koja veoma nedostaje Evropi.	../to_annotate_q.tsv	SUBJ	Anica
pol-752256-014	politika	752256	kolumna	pol-drustvo	pogledi	14	48	https://www.politika.rs/sr/clanak/752256/pravo-i-pravda-po-marti-kos	Da li smo mi kao srpsko društvo spremni da prihvatimo te vrednosti?		Da li smo mi kao srpsko društvo spremni da prihvatimo te vrednosti?	../to_annotate_q.tsv	SUBJ	Anica
pol-752256-015	politika	752256	kolumna	pol-drustvo	pogledi	15	48	https://www.politika.rs/sr/clanak/752256/pravo-i-pravda-po-marti-kos	Da li smo spremni da kažemo da je sasvim u redu da se podrži neki politički kandidat za koga je bivša supruga javno tvrdila da je ispekao njihovog kućnog ljubimca u mikro-pećnici kako bi kaznio decu ili da je onanisao pred rođenom decom?		Da li smo spremni da kažemo da je sasvim u redu da se podrži neki politički kandidat za koga je bivša supruga javno tvrdila da je ispekao njihovog kućnog ljubimca u mikro-pećnici kako bi kaznio decu ili da je onanisao pred rođenom decom?	../to_annotate_q.tsv	SUBJ	Anica
pol-752256-016	politika	752256	kolumna	pol-drustvo	pogledi	16	48	https://www.politika.rs/sr/clanak/752256/pravo-i-pravda-po-marti-kos	Evropska unija u tome nije videla nikakav problem, naravno jer je kandidat bio po njenom ukusu.		Evropska unija u tome nije videla nikakav problem, naravno jer je kandidat bio po njenom ukusu.	../to_annotate_q.tsv	SUBJ	Anica
pol-752256-017	politika	752256	kolumna	pol-drustvo	pogledi	17	48	https://www.politika.rs/sr/clanak/752256/pravo-i-pravda-po-marti-kos	Setimo se pojedinih slovenačkih političara, za koje Marta Kos svakako dobro zna, koji su silovali mastife i uživali u seksualnim odnosima s njima.		Setimo se pojedinih slovenačkih političara, za koje Marta Kos svakako dobro zna, koji su silovali mastife i uživali u seksualnim odnosima s njima.	../to_annotate_q.tsv	SUBJ	Anica
pol-752256-018	politika	752256	kolumna	pol-drustvo	pogledi	18	48	https://www.politika.rs/sr/clanak/752256/pravo-i-pravda-po-marti-kos	Naravno, to se nekako sve brzo zataška zbog različitih karijera, ali da li su to vrednosti koje mi želimo da prihvatimo?		Naravno, to se nekako sve brzo zataška zbog različitih karijera, ali da li su to vrednosti koje mi želimo da prihvatimo?	../to_annotate_q.tsv	SUBJ	saglasnost
pol-752256-019	politika	752256	kolumna	pol-drustvo	pogledi	19	48	https://www.politika.rs/sr/clanak/752256/pravo-i-pravda-po-marti-kos	Da li naše društvo, koje je ipak utemeljeno u pravoslavnom hrišćanstvu i svetosavlju, može to da prihvati?		Da li naše društvo, koje je ipak utemeljeno u pravoslavnom hrišćanstvu i svetosavlju, može to da prihvati?	../to_annotate_q.tsv	SUBJ	Anica
pol-754422-010	politika	754422	kolumna	pol-drustvo	pogledi	10	22	https://www.politika.rs/sr/clanak/754422/venecijanska-komisija-kao-medunarodni-ustavni-sud	Ustavni sudovi ih preuzimaju kao referentne standarde, zakonodavci kao orijentacione tačke, a politički akteri kao važan legitimacioni resurs.		Ustavni sudovi ih preuzimaju kao referentne standarde, zakonodavci kao orijentacione tačke, a politički akteri kao važan legitimacioni resurs.	../to_annotate_q.tsv	OBJ	Anica
pol-754422-011	politika	754422	kolumna	pol-drustvo	pogledi	11	22	https://www.politika.rs/sr/clanak/754422/venecijanska-komisija-kao-medunarodni-ustavni-sud	Tako se pred našim očima formira jedan suptilan, ali delotvoran mehanizam „meke” normotvorne vlasti – bez imperativne snage, ali sa snažnim uticajem na to šta će se smatrati ustavnopravno prihvatljivim.		Tako se pred našim očima formira jedan suptilan, ali delotvoran mehanizam „meke” normotvorne vlasti – bez imperativne snage, ali sa snažnim uticajem na to šta će se smatrati ustavnopravno prihvatljivim.	../to_annotate_q.tsv	OBJ	Anica
pol-754422-012	politika	754422	kolumna	pol-drustvo	pogledi	12	22	https://www.politika.rs/sr/clanak/754422/venecijanska-komisija-kao-medunarodni-ustavni-sud	Drugim rečima, nije reč više o pitanju da li su mišljenja Venecijanske komisije obavezujuća, već o tome kako ona deluju u pojedinačnom pravnom poretku.		Drugim rečima, nije reč više o pitanju da li su mišljenja Venecijanske komisije obavezujuća, već o tome kako ona deluju u pojedinačnom pravnom poretku.	../to_annotate_q.tsv	OBJ	Anica
pol-754422-013	politika	754422	kolumna	pol-drustvo	pogledi	13	22	https://www.politika.rs/sr/clanak/754422/venecijanska-komisija-kao-medunarodni-ustavni-sud	A deluju kao neformalni standardi za ustavotvornu i zakonodavnu vlast.		A deluju kao neformalni standardi za ustavotvornu i zakonodavnu vlast.	../to_annotate_q.tsv	SUBJ	Anica
pol-754422-014	politika	754422	kolumna	pol-drustvo	pogledi	14	22	https://www.politika.rs/sr/clanak/754422/venecijanska-komisija-kao-medunarodni-ustavni-sud	U tom smislu standardna slika ustavnog prava kao zatvorenog sistema u kojem nacionalni ustavni sudovi imaju poslednju reč postepeno ustupa mesto jednoj mrežnoj strukturi u kojoj se argumenti, standardi i tumačenja kreću preko granica.		U tom smislu standardna slika ustavnog prava kao zatvorenog sistema u kojem nacionalni ustavni sudovi imaju poslednju reč postepeno ustupa mesto jednoj mrežnoj strukturi u kojoj se argumenti, standardi i tumačenja kreću preko granica.	../to_annotate_q.tsv	SUBJ	usaglaseno
pol-754422-015	politika	754422	kolumna	pol-drustvo	pogledi	15	22	https://www.politika.rs/sr/clanak/754422/venecijanska-komisija-kao-medunarodni-ustavni-sud	U toj mreži Venecijanska komisija ne donosi odluke, ali i te kako oblikuje okvir u kojem se one donose.		U toj mreži Venecijanska komisija ne donosi odluke, ali i te kako oblikuje okvir u kojem se one donose.	../to_annotate_q.tsv	OBJ	Anica
pol-754422-016	politika	754422	kolumna	pol-drustvo	pogledi	16	22	https://www.politika.rs/sr/clanak/754422/venecijanska-komisija-kao-medunarodni-ustavni-sud	I u tome leži suština njene moći.		I u tome leži suština njene moći.	../to_annotate_q.tsv	SUBJ	Anica
pol-754422-017	politika	754422	kolumna	pol-drustvo	pogledi	17	22	https://www.politika.rs/sr/clanak/754422/venecijanska-komisija-kao-medunarodni-ustavni-sud	No, tu se otvara i jedno daleko „neprijatnije” pitanje – pitanje legitimiteta.		No, tu se otvara i jedno daleko „neprijatnije” pitanje – pitanje legitimiteta.	../to_annotate_q.tsv	OBJ	Anica
