sentence_id	label	nedoumica	napomena	annotator
pol-757014-058	OBJ			Dimitrije Stanišić
pol-757014-059	OBJ			Dimitrije Stanišić
pol-757014-060	OBJ			Dimitrije Stanišić
pol-757014-061	OBJ			Dimitrije Stanišić
pol-757014-062	SUBJ			Dimitrije Stanišić
pol-761290-019	OBJ	Y		Dimitrije Stanišić
pol-761290-020	SUBJ			Dimitrije Stanišić
pol-761290-021	SUBJ			Dimitrije Stanišić
pol-761290-022	OBJ			Dimitrije Stanišić
pol-761290-023	OBJ			Dimitrije Stanišić
pol-761290-025	SUBJ			Dimitrije Stanišić
pol-761290-026	SUBJ			Dimitrije Stanišić
pol-770279-017	SUBJ			Dimitrije Stanišić
pol-770279-018	OBJ			Dimitrije Stanišić
pol-770279-019	SUBJ			Dimitrije Stanišić
pol-770279-021	SUBJ			Dimitrije Stanišić
pol-770279-022	SUBJ			Dimitrije Stanišić
pol-770279-023	SUBJ			Dimitrije Stanišić
pol-770279-024	OBJ			Dimitrije Stanišić
pol-763002-025	OBJ			Dimitrije Stanišić
pol-763002-026	OBJ			Dimitrije Stanišić
pol-763002-027	SUBJ			Dimitrije Stanišić
pol-763002-028	OBJ			Dimitrije Stanišić
pol-763002-029	SUBJ			Dimitrije Stanišić
pol-763002-030	OBJ			Dimitrije Stanišić
pol-763002-032	OBJ			Dimitrije Stanišić
pol-775648-053	SUBJ			Dimitrije Stanišić
pol-775648-054	SUBJ			Dimitrije Stanišić
pol-775648-055	SUBJ			Dimitrije Stanišić
pol-775648-056	SUBJ			Dimitrije Stanišić
pol-775648-058	SUBJ			Dimitrije Stanišić
pol-775648-059	SUBJ			Dimitrije Stanišić
pol-775648-060	OBJ			Dimitrije Stanišić
pol-771171-031	SUBJ			Dimitrije Stanišić
pol-771171-032	SUBJ			Dimitrije Stanišić
pol-771171-033	SUBJ			Dimitrije Stanišić
pol-771171-034	SUBJ			Dimitrije Stanišić
pol-771171-035	SUBJ			Dimitrije Stanišić
pol-771171-036	SUBJ			Dimitrije Stanišić
pol-771171-038	SUBJ			Dimitrije Stanišić
pol-771394-011	SUBJ			Dimitrije Stanišić
pol-771394-012	SUBJ			Dimitrije Stanišić
pol-771394-013	OBJ			Dimitrije Stanišić
pol-771394-014	SUBJ			Dimitrije Stanišić
pol-771394-015	OBJ			Dimitrije Stanišić
pol-771394-016	SUBJ			Dimitrije Stanišić
pol-771394-017	SUBJ			Dimitrije Stanišić
pol-771394-018	OBJ			Dimitrije Stanišić
pol-774327-016	OBJ			Dimitrije Stanišić
pol-774327-017	OBJ			Dimitrije Stanišić
pol-774327-019	SUBJ			Dimitrije Stanišić
pol-774327-020	SUBJ			Dimitrije Stanišić
pol-774327-021	OBJ			Dimitrije Stanišić
pol-774327-022	SUBJ			Dimitrije Stanišić
pol-774327-023	OBJ			Dimitrije Stanišić
vre-4922837-011	SUBJ			Dimitrije Stanišić
vre-4922837-012	SUBJ			Dimitrije Stanišić
vre-4922837-013	SUBJ			Dimitrije Stanišić
vre-4922837-014	SUBJ			Dimitrije Stanišić
vre-4922837-016	SUBJ			Dimitrije Stanišić
vre-4922837-017	SUBJ			Dimitrije Stanišić
vre-4922837-018	SUBJ			Dimitrije Stanišić
vre-4918461-007	SUBJ			Dimitrije Stanišić
vre-4918461-008	SUBJ			Dimitrije Stanišić
vre-4918461-009	SUBJ			Dimitrije Stanišić
vre-4918461-010	SUBJ			Dimitrije Stanišić
vre-4918461-012	SUBJ			Dimitrije Stanišić
vre-4918461-013	SUBJ			Dimitrije Stanišić
vre-4918461-014	SUBJ			Dimitrije Stanišić
vre-4929804-001	OBJ			Dimitrije Stanišić
vre-4929804-002	SUBJ			Dimitrije Stanišić
vre-4929804-003	SUBJ			Dimitrije Stanišić
vre-4929804-004	SUBJ			Dimitrije Stanišić
vre-4929804-005	SUBJ			Dimitrije Stanišić
vre-4929804-006	OBJ			Dimitrije Stanišić
vre-4929804-007	OBJ			Dimitrije Stanišić
vre-4931176-025	SUBJ			Dimitrije Stanišić
vre-4931176-026	SUBJ			Dimitrije Stanišić
vre-4931176-027	SUBJ			Dimitrije Stanišić
vre-4931176-028	SUBJ			Dimitrije Stanišić
vre-4931176-029	SUBJ			Dimitrije Stanišić
vre-4931176-030	SUBJ			Dimitrije Stanišić
vre-4931176-031	SUBJ	Y		Dimitrije Stanišić
vre-4934520-010	SUBJ			Dimitrije Stanišić
vre-4934520-011	SUBJ			Dimitrije Stanišić
vre-4934520-013	SUBJ			Dimitrije Stanišić
vre-4934520-014	SUBJ			Dimitrije Stanišić
vre-4934520-015	SUBJ			Dimitrije Stanišić
vre-4934520-016	SUBJ			Dimitrije Stanišić
vre-4934520-017	SUBJ			Dimitrije Stanišić
vre-4936342-005	SUBJ			Dimitrije Stanišić
vre-4936342-006	SUBJ			Dimitrije Stanišić
vre-4936342-007	SUBJ			Dimitrije Stanišić
vre-4936342-008	OBJ			Dimitrije Stanišić
vre-4936342-009	SUBJ			Dimitrije Stanišić
vre-4936342-010	SUBJ			Dimitrije Stanišić
vre-4936342-011	SUBJ			Dimitrije Stanišić
vre-4936342-012	SUBJ			Dimitrije Stanišić
vre-4956785-003	OBJ	Y		Dimitrije Stanišić
vre-4956785-004	SUBJ	Y		Dimitrije Stanišić
vre-4956785-005	SUBJ			Dimitrije Stanišić
vre-4956785-006	SUBJ			Dimitrije Stanišić
vre-4956785-007	OBJ			Dimitrije Stanišić
vre-4956785-008	OBJ			Dimitrije Stanišić
vre-4956785-009	OBJ			Dimitrije Stanišić
vre-4983491-011	OBJ	Y		Dimitrije Stanišić
vre-4983491-012	OBJ			Dimitrije Stanišić
vre-4983491-013	SUBJ			Dimitrije Stanišić
vre-4983491-014	SUBJ			Dimitrije Stanišić
vre-4983491-015	SUBJ			Dimitrije Stanišić
vre-4983491-016	SUBJ			Dimitrije Stanišić
vre-4983491-017	SUBJ			Dimitrije Stanišić
vre-5009398-004	SUBJ			Dimitrije Stanišić
vre-5009398-005	SUBJ			Dimitrije Stanišić
vre-5009398-007	SUBJ			Dimitrije Stanišić
vre-5009398-008	SUBJ			Dimitrije Stanišić
vre-5009398-009	SUBJ			Dimitrije Stanišić
vre-5009398-010	SUBJ			Dimitrije Stanišić
vre-5009398-011	SUBJ			Dimitrije Stanišić
vre-4999756-009	SUBJ			Dimitrije Stanišić
vre-4999756-010	SUBJ			Dimitrije Stanišić
vre-4999756-011	SUBJ			Dimitrije Stanišić
vre-4999756-012	SUBJ			Dimitrije Stanišić
vre-4999756-013	SUBJ			Dimitrije Stanišić
vre-4999756-015	OBJ			Dimitrije Stanišić
vre-4999756-016	SUBJ			Dimitrije Stanišić
vre-5006296-009	SUBJ			Dimitrije Stanišić
vre-5006296-010	SUBJ			Dimitrije Stanišić
vre-5006296-012	SUBJ			Dimitrije Stanišić
vre-5006296-013	SUBJ			Dimitrije Stanišić
vre-5006296-014	SUBJ			Dimitrije Stanišić
vre-5006296-015	OBJ			Dimitrije Stanišić
vre-5006296-016	SUBJ			Dimitrije Stanišić
vre-5008262-015	SUBJ			Dimitrije Stanišić
vre-5008262-017	OBJ			Dimitrije Stanišić
vre-5008262-018	SUBJ			Dimitrije Stanišić
vre-5008262-019	SUBJ			Dimitrije Stanišić
vre-5008262-020	SUBJ			Dimitrije Stanišić
vre-5008262-021	SUBJ			Dimitrije Stanišić
vre-5008262-022	SUBJ			Dimitrije Stanišić
vre-4939623-009	OBJ			Dimitrije Stanišić
vre-4939623-011	OBJ			Dimitrije Stanišić
vre-4939623-012	OBJ			Dimitrije Stanišić
vre-4939623-013	OBJ			Dimitrije Stanišić
vre-4939623-014	OBJ			Dimitrije Stanišić
vre-4939623-015	SUBJ			Dimitrije Stanišić
vre-4939623-016	OBJ			Dimitrije Stanišić
vre-4932680-039	OBJ			Dimitrije Stanišić
vre-4932680-040	OBJ			Dimitrije Stanišić
vre-4932680-041	SUBJ			Dimitrije Stanišić
vre-4932680-042	SUBJ			Dimitrije Stanišić
vre-4932680-043	SUBJ			Dimitrije Stanišić
vre-4932680-044	SUBJ			Dimitrije Stanišić
vre-4932680-046	OBJ			Dimitrije Stanišić
vre-4950725-001	OBJ			Dimitrije Stanišić
vre-4950725-002	OBJ			Dimitrije Stanišić
vre-4950725-003	OBJ	Y		Dimitrije Stanišić
vre-4950725-004	OBJ			Dimitrije Stanišić
vre-4950725-006	OBJ			Dimitrije Stanišić
vre-4950725-007	OBJ			Dimitrije Stanišić
vre-4950725-008	OBJ			Dimitrije Stanišić
vre-4946062-041	OBJ			Dimitrije Stanišić
vre-4946062-043	SUBJ			Dimitrije Stanišić
vre-4946062-044	SUBJ			Dimitrije Stanišić
vre-4946062-045	OBJ			Dimitrije Stanišić
vre-4946062-046	SUBJ			Dimitrije Stanišić
vre-4946062-047	OBJ			Dimitrije Stanišić
vre-4946062-048	SUBJ			Dimitrije Stanišić
vre-5002936-026	OBJ			Dimitrije Stanišić
vre-5002936-027	SUBJ			Dimitrije Stanišić
vre-5002936-028	SUBJ			Dimitrije Stanišić
vre-5002936-029	OBJ			Dimitrije Stanišić
vre-5002936-030	OBJ			Dimitrije Stanišić
vre-5002936-031	SUBJ			Dimitrije Stanišić
vre-5002936-032	OBJ			Dimitrije Stanišić
vre-5005332-040	SUBJ			Dimitrije Stanišić
vre-5005332-041	SUBJ			Dimitrije Stanišić
vre-5005332-042	SUBJ			Dimitrije Stanišić
vre-5005332-043	SUBJ			Dimitrije Stanišić
vre-5005332-044	SUBJ			Dimitrije Stanišić
vre-5005332-045	SUBJ			Dimitrije Stanišić
vre-5005332-046	SUBJ			Dimitrije Stanišić
vre-5011555-011	OBJ			Dimitrije Stanišić
vre-5011555-012	OBJ			Dimitrije Stanišić
vre-5011555-013	OBJ			Dimitrije Stanišić
vre-5011555-014	OBJ			Dimitrije Stanišić
vre-5011555-015	OBJ			Dimitrije Stanišić
vre-5011555-016	OBJ			Dimitrije Stanišić
vre-5011555-017	OBJ			Dimitrije Stanišić
pol-720221-016	OBJ			Dimitrije Stanišić
pol-720221-017	SUBJ			Dimitrije Stanišić
pol-720221-018	SUBJ			Dimitrije Stanišić
pol-720221-019	SUBJ			Dimitrije Stanišić
pol-720221-020	SUBJ			Dimitrije Stanišić
pol-720221-021	OBJ			Dimitrije Stanišić
pol-720221-022	OBJ			Dimitrije Stanišić
pol-720221-023	OBJ			Dimitrije Stanišić
pol-715941-001	SUBJ			Dimitrije Stanišić
pol-715941-003	OBJ			Dimitrije Stanišić
pol-715941-004	OBJ			Dimitrije Stanišić
pol-715941-005	OBJ			Dimitrije Stanišić
pol-715941-006	SUBJ			Dimitrije Stanišić
pol-715941-007	SUBJ			Dimitrije Stanišić
pol-715941-008	OBJ			Dimitrije Stanišić
pol-774087-009	OBJ			Dimitrije Stanišić
pol-774087-010	SUBJ			Dimitrije Stanišić
pol-774087-011	SUBJ			Dimitrije Stanišić
pol-774087-013	OBJ			Dimitrije Stanišić
pol-774087-014	OBJ			Dimitrije Stanišić
pol-774087-015	OBJ			Dimitrije Stanišić
pol-774087-016	SUBJ			Dimitrije Stanišić
pol-782624-000	OBJ			Dimitrije Stanišić
pol-782624-001	SUBJ			Dimitrije Stanišić
pol-782624-002	OBJ			Dimitrije Stanišić
pol-782624-003	OBJ			Dimitrije Stanišić
pol-782624-004	OBJ			Dimitrije Stanišić
pol-782624-005	OBJ			Dimitrije Stanišić
pol-782624-007	OBJ			Dimitrije Stanišić
pol-782898-000	OBJ			Dimitrije Stanišić
pol-782898-002	OBJ			Dimitrije Stanišić
pol-782898-003	OBJ			Dimitrije Stanišić
pol-782898-004	OBJ			Dimitrije Stanišić
pol-782898-005	OBJ			Dimitrije Stanišić
pol-782898-006	OBJ			Dimitrije Stanišić
pol-782898-007	OBJ			Dimitrije Stanišić
vre-4982828-011	OBJ			Dimitrije Stanišić
vre-4982828-012	OBJ			Dimitrije Stanišić
vre-4982828-013	OBJ			Dimitrije Stanišić
vre-4982828-014	OBJ			Dimitrije Stanišić
vre-4982828-016	OBJ			Dimitrije Stanišić
vre-4982828-017	OBJ			Dimitrije Stanišić
vre-4982828-018	OBJ			Dimitrije Stanišić
vre-4983057-001	OBJ			Dimitrije Stanišić
vre-4983057-002	OBJ			Dimitrije Stanišić
vre-4983057-003	OBJ			Dimitrije Stanišić
vre-4983057-004	OBJ			Dimitrije Stanišić
vre-4983057-005	OBJ			Dimitrije Stanišić
vre-4994908-014	OBJ			Dimitrije Stanišić
vre-4994908-015	OBJ			Dimitrije Stanišić
vre-4994908-016	OBJ			Dimitrije Stanišić
vre-4994908-017	SUBJ			Dimitrije Stanišić
vre-4994908-018	OBJ			Dimitrije Stanišić
vre-4994908-019	OBJ			Dimitrije Stanišić
vre-4994908-020	OBJ			Dimitrije Stanišić
vre-5002583-005	SUBJ			Dimitrije Stanišić
vre-5002583-006	OBJ			Dimitrije Stanišić
vre-5002583-008	OBJ			Dimitrije Stanišić
vre-5002583-009	SUBJ			Dimitrije Stanišić
vre-5002583-010	SUBJ			Dimitrije Stanišić
vre-5002583-011	OBJ			Dimitrije Stanišić
vre-5002583-012	SUBJ			Dimitrije Stanišić
pol-776155-002	SUBJ			Dimitrije Stanišić
pol-776155-003	SUBJ			Dimitrije Stanišić
pol-776155-005	OBJ			Dimitrije Stanišić
pol-776155-006	OBJ			Dimitrije Stanišić
pol-776155-007	OBJ			Dimitrije Stanišić
pol-776155-008	OBJ			Dimitrije Stanišić
pol-776155-009	OBJ			Dimitrije Stanišić
pol-783303-008	OBJ			Dimitrije Stanišić
pol-783303-009	OBJ			Dimitrije Stanišić
pol-783303-010	OBJ			Dimitrije Stanišić
pol-783303-011	OBJ			Dimitrije Stanišić
pol-783303-012	OBJ			Dimitrije Stanišić
pol-783303-013	SUBJ			Dimitrije Stanišić
pol-783303-014	SUBJ			Dimitrije Stanišić
vre-4969017-005	SUBJ			Dimitrije Stanišić
vre-4969017-006	OBJ			Dimitrije Stanišić
vre-4969017-007	OBJ			Dimitrije Stanišić
vre-4969017-008	OBJ			Dimitrije Stanišić
vre-4969017-009	OBJ			Dimitrije Stanišić
vre-4969017-010	OBJ			Dimitrije Stanišić
vre-4969017-011	OBJ			Dimitrije Stanišić
vre-4982089-006	OBJ			Dimitrije Stanišić
vre-4982089-007	OBJ			Dimitrije Stanišić
vre-4982089-008	OBJ			Dimitrije Stanišić
vre-4982089-009	OBJ			Dimitrije Stanišić
vre-4982089-010	OBJ			Dimitrije Stanišić
vre-4982089-011	OBJ			Dimitrije Stanišić
vre-4982089-012	OBJ			Dimitrije Stanišić
vre-4957979-015	OBJ			Dimitrije Stanišić
vre-4957979-016	SUBJ			Dimitrije Stanišić
vre-4957979-017	OBJ			Dimitrije Stanišić
vre-4957979-018	OBJ			Dimitrije Stanišić
vre-4957979-019	OBJ			Dimitrije Stanišić
vre-4957979-020	OBJ			Dimitrije Stanišić
vre-4957979-021	OBJ			Dimitrije Stanišić
vre-4975127-013	SUBJ			Dimitrije Stanišić
vre-4975127-014	OBJ			Dimitrije Stanišić
vre-4975127-015	OBJ			Dimitrije Stanišić
vre-4975127-016	OBJ			Dimitrije Stanišić
vre-4975127-017	SUBJ			Dimitrije Stanišić
vre-4975127-018	SUBJ			Dimitrije Stanišić
vre-4975127-019	OBJ			Dimitrije Stanišić
pol-781011-000	OBJ			Dimitrije Stanišić
pol-781011-002	OBJ			Dimitrije Stanišić
pol-781011-003	OBJ			Dimitrije Stanišić
pol-781011-004	OBJ			Dimitrije Stanišić
pol-781011-005	OBJ			Dimitrije Stanišić
pol-781011-006	OBJ			Dimitrije Stanišić
n1i-928873-012	SUBJ			Dimitrije Stanišić
n1i-928873-013	SUBJ			Dimitrije Stanišić
n1i-928873-014	OBJ			Dimitrije Stanišić
n1i-928873-015	SUBJ			Dimitrije Stanišić
n1i-928873-016	SUBJ			Dimitrije Stanišić
n1i-928873-018	SUBJ			Dimitrije Stanišić
n1i-928873-019	SUBJ			Dimitrije Stanišić
n1i-315167-014	SUBJ			Dimitrije Stanišić
n1i-315167-015	OBJ			Dimitrije Stanišić
n1i-315167-016	SUBJ			Dimitrije Stanišić
n1i-315167-017	OBJ			Dimitrije Stanišić
n1i-315167-019	OBJ			Dimitrije Stanišić
n1i-315167-020	OBJ			Dimitrije Stanišić
n1i-315167-021	OBJ			Dimitrije Stanišić
n1i-770591-015	SUBJ			Dimitrije Stanišić
n1i-770591-016	SUBJ			Dimitrije Stanišić
n1i-770591-018	SUBJ			Dimitrije Stanišić
n1i-770591-019	OBJ			Dimitrije Stanišić
n1i-770591-020	SUBJ			Dimitrije Stanišić
n1i-770591-021	OBJ			Dimitrije Stanišić
n1i-770591-022	OBJ			Dimitrije Stanišić
n1i-668917-032	SUBJ			Dimitrije Stanišić
n1i-668917-033	SUBJ			Dimitrije Stanišić
n1i-668917-034	SUBJ			Dimitrije Stanišić
n1i-668917-035	SUBJ			Dimitrije Stanišić
n1i-668917-036	SUBJ			Dimitrije Stanišić
n1i-668917-038	OBJ			Dimitrije Stanišić
n1i-668917-039	OBJ			Dimitrije Stanišić
n1i-726865-003	SUBJ			Dimitrije Stanišić
n1i-726865-004	SUBJ			Dimitrije Stanišić
n1i-726865-005	SUBJ			Dimitrije Stanišić
n1i-726865-006	OBJ			Dimitrije Stanišić
n1i-726865-007	SUBJ			Dimitrije Stanišić
n1i-726865-008	OBJ			Dimitrije Stanišić
n1i-726865-009	OBJ			Dimitrije Stanišić
n1i-726865-010	OBJ			Dimitrije Stanišić
n1i-786986-038	SUBJ			Dimitrije Stanišić
n1i-786986-039	SUBJ			Dimitrije Stanišić
n1i-786986-040	SUBJ			Dimitrije Stanišić
n1i-786986-041	OBJ			Dimitrije Stanišić
n1i-786986-043	SUBJ			Dimitrije Stanišić
n1i-786986-044	OBJ			Dimitrije Stanišić
n1i-786986-045	SUBJ			Dimitrije Stanišić
n1i-884250-026	OBJ			Dimitrije Stanišić
n1i-884250-027	OBJ			Dimitrije Stanišić
n1i-884250-028	OBJ			Dimitrije Stanišić
n1i-884250-029	SUBJ			Dimitrije Stanišić
n1i-884250-030	SUBJ			Dimitrije Stanišić
n1i-884250-031	SUBJ			Dimitrije Stanišić
n1i-884250-032	SUBJ			Dimitrije Stanišić
n1i-814434-008	SUBJ			Dimitrije Stanišić
n1i-814434-009	SUBJ			Dimitrije Stanišić
n1i-814434-011	OBJ			Dimitrije Stanišić
n1i-814434-012	SUBJ			Dimitrije Stanišić
n1i-814434-013	SUBJ			Dimitrije Stanišić
n1i-814434-014	SUBJ			Dimitrije Stanišić
n1i-814434-015	SUBJ			Dimitrije Stanišić
n1i-433443-005	SUBJ			Dimitrije Stanišić
n1i-433443-006	SUBJ			Dimitrije Stanišić
n1i-433443-007	SUBJ			Dimitrije Stanišić
n1i-433443-008	SUBJ			Dimitrije Stanišić
n1i-433443-009	OBJ			Dimitrije Stanišić
n1i-433443-011	SUBJ			Dimitrije Stanišić
n1i-433443-012	SUBJ			Dimitrije Stanišić
n1i-289896-001	SUBJ			Dimitrije Stanišić
n1i-289896-002	SUBJ			Dimitrije Stanišić
n1i-289896-003	OBJ			Dimitrije Stanišić
n1i-289896-004	OBJ			Dimitrije Stanišić
n1i-289896-005	OBJ			Dimitrije Stanišić
n1i-289896-006	OBJ			Dimitrije Stanišić
n1i-289896-007	SUBJ			Dimitrije Stanišić
n1i-425235-008	SUBJ			Dimitrije Stanišić
n1i-425235-009	SUBJ			Dimitrije Stanišić
n1i-425235-010	SUBJ			Dimitrije Stanišić
n1i-425235-011	OBJ			Dimitrije Stanišić
n1i-425235-012	SUBJ			Dimitrije Stanišić
n1i-425235-013	SUBJ			Dimitrije Stanišić
n1i-425235-015	OBJ			Dimitrije Stanišić
n1i-927147-001	OBJ			Dimitrije Stanišić
n1i-927147-002	OBJ			Dimitrije Stanišić
n1i-927147-003	OBJ			Dimitrije Stanišić
n1i-927147-005	OBJ			Dimitrije Stanišić
n1i-927147-006	OBJ			Dimitrije Stanišić
n1i-927147-007	OBJ			Dimitrije Stanišić
n1i-927147-008	OBJ			Dimitrije Stanišić
n1i-992196-003	SUBJ			Dimitrije Stanišić
n1i-992196-004	OBJ			Dimitrije Stanišić
n1i-992196-005	OBJ			Dimitrije Stanišić
n1i-992196-006	SUBJ			Dimitrije Stanišić
n1i-992196-007	SUBJ			Dimitrije Stanišić
n1i-992196-008	SUBJ			Dimitrije Stanišić
n1i-992196-010	SUBJ			Dimitrije Stanišić
n1i-917305-011	SUBJ			Dimitrije Stanišić
n1i-917305-012	SUBJ			Dimitrije Stanišić
n1i-917305-013	SUBJ			Dimitrije Stanišić
n1i-917305-015	SUBJ			Dimitrije Stanišić
n1i-917305-016	SUBJ			Dimitrije Stanišić
n1i-917305-017	SUBJ			Dimitrije Stanišić
n1i-917305-018	SUBJ			Dimitrije Stanišić
n1i-546031-007	SUBJ			Dimitrije Stanišić
n1i-546031-008	SUBJ			Dimitrije Stanišić
n1i-546031-009	SUBJ			Dimitrije Stanišić
n1i-546031-010	SUBJ			Dimitrije Stanišić
n1i-546031-011	SUBJ			Dimitrije Stanišić
n1i-546031-012	OBJ			Dimitrije Stanišić
n1i-546031-013	SUBJ			Dimitrije Stanišić
n1i-968871-021	SUBJ			Dimitrije Stanišić
n1i-968871-022	OBJ			Dimitrije Stanišić
n1i-968871-023	SUBJ			Dimitrije Stanišić
n1i-968871-025	SUBJ			Dimitrije Stanišić
n1i-968871-026	SUBJ			Dimitrije Stanišić
n1i-968871-027	SUBJ			Dimitrije Stanišić
n1i-968871-028	SUBJ			Dimitrije Stanišić
n1i-539601-003	SUBJ			Dimitrije Stanišić
n1i-539601-004	SUBJ			Dimitrije Stanišić
n1i-539601-005	SUBJ			Dimitrije Stanišić
n1i-539601-007	OBJ			Dimitrije Stanišić
n1i-539601-008	SUBJ			Dimitrije Stanišić
n1i-539601-009	SUBJ			Dimitrije Stanišić
n1i-539601-010	SUBJ			Dimitrije Stanišić
n1i-865459-002	SUBJ			Dimitrije Stanišić
n1i-865459-003	SUBJ			Dimitrije Stanišić
n1i-865459-004	SUBJ			Dimitrije Stanišić
n1i-865459-005	SUBJ			Dimitrije Stanišić
n1i-865459-007	SUBJ			Dimitrije Stanišić
n1i-865459-008	OBJ			Dimitrije Stanišić
n1i-865459-009	OBJ			Dimitrije Stanišić
n1i-501488-027	OBJ			Dimitrije Stanišić
n1i-501488-028	OBJ			Dimitrije Stanišić
n1i-501488-029	OBJ			Dimitrije Stanišić
n1i-501488-030	OBJ			Dimitrije Stanišić
n1i-501488-031	OBJ			Dimitrije Stanišić
n1i-501488-032	OBJ			Dimitrije Stanišić
n1i-501488-033	OBJ			Dimitrije Stanišić
n1i-593928-016	SUBJ			Dimitrije Stanišić
n1i-593928-017	SUBJ			Dimitrije Stanišić
n1i-593928-018	SUBJ			Dimitrije Stanišić
n1i-593928-019	SUBJ			Dimitrije Stanišić
n1i-593928-020	OBJ			Dimitrije Stanišić
n1i-593928-021	OBJ			Dimitrije Stanišić
n1i-593928-023	SUBJ			Dimitrije Stanišić
n1i-605587-000	OBJ			Dimitrije Stanišić
n1i-605587-001	OBJ			Dimitrije Stanišić
n1i-605587-002	OBJ			Dimitrije Stanišić
n1i-605587-003	OBJ			Dimitrije Stanišić
n1i-605587-004	OBJ			Dimitrije Stanišić
n1i-605587-005	OBJ			Dimitrije Stanišić
n1i-605587-006	OBJ			Dimitrije Stanišić
n1i-605587-007	OBJ			Dimitrije Stanišić
n1i-537390-001	OBJ			Dimitrije Stanišić
n1i-537390-002	OBJ			Dimitrije Stanišić
n1i-537390-004	OBJ			Dimitrije Stanišić
n1i-537390-005	OBJ			Dimitrije Stanišić
n1i-537390-006	OBJ			Dimitrije Stanišić
n1i-537390-007	OBJ			Dimitrije Stanišić
n1i-537390-008	OBJ			Dimitrije Stanišić
n1i-372766-004	OBJ			Dimitrije Stanišić
n1i-372766-005	OBJ			Dimitrije Stanišić
n1i-372766-006	OBJ			Dimitrije Stanišić
n1i-372766-007	OBJ			Dimitrije Stanišić
n1i-372766-008	OBJ			Dimitrije Stanišić
n1i-372766-009	OBJ			Dimitrije Stanišić
n1i-372766-010	OBJ			Dimitrije Stanišić
n1i-568445-001	OBJ			Dimitrije Stanišić
n1i-568445-002	OBJ			Dimitrije Stanišić
n1i-568445-003	OBJ			Dimitrije Stanišić
n1i-568445-004	OBJ			Dimitrije Stanišić
n1i-568445-005	OBJ			Dimitrije Stanišić
n1i-568445-006	OBJ			Dimitrije Stanišić
n1i-194167-053	OBJ			Dimitrije Stanišić
n1i-194167-054	OBJ			Dimitrije Stanišić
n1i-194167-055	OBJ			Dimitrije Stanišić
n1i-194167-056	SUBJ			Dimitrije Stanišić
n1i-194167-057	OBJ			Dimitrije Stanišić
n1i-194167-058	OBJ			Dimitrije Stanišić
n1i-194167-059	OBJ			Dimitrije Stanišić
n1i-378528-000	OBJ			Dimitrije Stanišić
n1i-378528-001	OBJ			Dimitrije Stanišić
n1i-378528-002	OBJ			Dimitrije Stanišić
n1i-378528-003	OBJ			Dimitrije Stanišić
n1i-378528-004	OBJ			Dimitrije Stanišić
n1i-378528-006	OBJ			Dimitrije Stanišić
n1i-901147-000	OBJ			Dimitrije Stanišić
n1i-901147-001	OBJ			Dimitrije Stanišić
n1i-901147-002	OBJ			Dimitrije Stanišić
n1i-901147-003	OBJ			Dimitrije Stanišić
n1i-901147-004	OBJ			Dimitrije Stanišić
