sentence_id	label	nedoumica	napomena	annotator
pol-777373-011	SUBJ			Anica
pol-777373-012	SUBJ			Anica
pol-777373-013	SUBJ			Anica
pol-777373-014	SUBJ			Anica
pol-777373-015	SUBJ			Anica
pol-777373-016	SUBJ			Anica
pol-777373-017	SUBJ			Anica
pol-773024-007	OBJ			Anica
pol-773024-008	OBJ			Anica
pol-773024-009	OBJ			Anica
pol-773024-010	OBJ			Anica
pol-773024-011	OBJ			Anica
pol-773024-013	SUBJ			Anica
pol-773024-014	SUBJ	Y		Anica
vre-4912915-006	SUBJ			Anica
vre-4912915-007	SUBJ			Anica
vre-4912915-008	SUBJ			Anica
vre-4912915-009	SUBJ			Anica
vre-4912915-011	SUBJ			Anica
vre-4912915-012	SUBJ			Anica
vre-4912915-013	SUBJ			Anica
vre-4929355-009	SUBJ			Anica
vre-4929355-010	SUBJ			Anica
vre-4929355-011	SUBJ			Anica
vre-4929355-012	OBJ	Y		Anica
vre-4929355-013	SUBJ			Anica
vre-4929355-014	SUBJ			Anica
vre-4929355-015	SUBJ			Anica
vre-4933484-017	SUBJ			Anica
vre-4933484-018	SUBJ			Anica
vre-4933484-019	SUBJ			Anica
vre-4933484-020	SUBJ			Anica
vre-4933484-021	SUBJ			Anica
vre-4933484-022	SUBJ			Anica
vre-4933484-023	SUBJ			Anica
vre-4937773-003	SUBJ			Anica
vre-4937773-005	SUBJ			Anica
vre-4937773-006	OBJ	Y		Anica
vre-4937773-007	SUBJ			Anica
vre-4937773-008	SUBJ			Anica
vre-4937773-009	SUBJ			Anica
vre-4937773-010	SUBJ			Anica
vre-4981395-006	OBJ			Anica
vre-4981395-007	SUBJ			Anica
vre-4981395-008	OBJ			Anica
vre-4981395-009	SUBJ			Anica
vre-4981395-010	OBJ			Anica
vre-4981395-011	OBJ			Anica
vre-4981395-012	OBJ			Anica
vre-4970392-007	SUBJ			Anica
vre-4970392-008	OBJ			Anica
vre-4970392-009	SUBJ			Anica
vre-4970392-011	SUBJ			Anica
vre-4970392-012	SUBJ			Anica
vre-4970392-013	SUBJ			Anica
vre-4970392-014	SUBJ			Anica
vre-4966200-008	SUBJ			Anica
vre-4966200-009	SUBJ			Anica
vre-4966200-010	OBJ			Anica
vre-4966200-011	OBJ			Anica
vre-4966200-012	SUBJ			Anica
vre-4966200-013	SUBJ			Anica
vre-4966200-015	SUBJ			Anica
vre-5008147-014	OBJ	Y		Anica
vre-5008147-015	OBJ			Anica
vre-5008147-016	SUBJ			Anica
vre-5008147-017	SUBJ			Anica
vre-5008147-018	SUBJ			Anica
vre-5008147-019	SUBJ			Anica
vre-5008147-020	SUBJ			Anica
vre-5008147-021	SUBJ			Anica
vre-5003073-010	SUBJ			Anica
vre-5003073-011	OBJ			Anica
vre-5003073-012	SUBJ			Anica
vre-5003073-013	SUBJ			Anica
vre-5003073-014	OBJ			Anica
vre-5003073-015	OBJ			Anica
vre-5003073-016	SUBJ			Anica
vre-5003073-017	SUBJ			Anica
vre-5012460-014	SUBJ			Anica
vre-5012460-015	OBJ			Anica
vre-5012460-016	OBJ			Anica
vre-5012460-017	SUBJ			Anica
vre-5012460-019	OBJ			Anica
vre-5012460-020	OBJ			Anica
vre-5012460-021	OBJ			Anica
vre-4928805-006	OBJ			Anica
vre-4928805-008	OBJ			Anica
vre-4928805-009	SUBJ			Anica
vre-4928805-010	OBJ			Anica
vre-4928805-011	OBJ			Anica
vre-4928805-012	OBJ			Anica
vre-4928805-013	OBJ			Anica
vre-4965741-000	SUBJ			Anica
vre-4965741-001	OBJ			Anica
vre-4965741-002	OBJ			Anica
vre-4965741-004	SUBJ			Anica
vre-4965741-005	SUBJ			Anica
vre-4965741-006	SUBJ			Anica
vre-4965741-007	OBJ			Anica
vre-4977044-013	OBJ			Anica
vre-4977044-014	OBJ			Anica
vre-4977044-015	OBJ			Anica
vre-4977044-016	OBJ			Anica
vre-4977044-017	OBJ			Anica
vre-4977044-018	OBJ			Anica
vre-4977044-020	OBJ			Anica
vre-4984755-006	OBJ			Anica
vre-4984755-007	OBJ			Anica
vre-4984755-008	SUBJ			Anica
vre-4984755-009	OBJ			Anica
vre-4984755-010	OBJ			Anica
vre-4984755-012	OBJ			Anica
vre-4984755-013	OBJ			Anica
vre-4973530-001	OBJ			Anica
vre-4973530-002	OBJ			Anica
vre-4973530-003	OBJ			Anica
vre-4973530-004	OBJ			Anica
vre-4973530-005	OBJ			Anica
vre-4973530-006	OBJ			Anica
vre-4973530-007	OBJ			Anica
vre-4927972-027	SUBJ			Anica
vre-4927972-028	SUBJ			Anica
vre-4927972-029	OBJ			Anica
vre-4927972-031	OBJ			Anica
vre-4927972-032	OBJ			Anica
vre-4927972-033	SUBJ			Anica
vre-4927972-034	SUBJ			Anica
vre-5004078-025	OBJ			Anica
vre-5004078-026	OBJ			Anica
vre-5004078-027	OBJ			Anica
vre-5004078-028	OBJ			Anica
vre-5004078-029	OBJ			Anica
vre-5004078-030	OBJ			Anica
vre-5004078-032	OBJ			Anica
vre-5006760-028	SUBJ			Anica
vre-5006760-030	OBJ			Anica
vre-5006760-031	OBJ			Anica
vre-5006760-032	OBJ			Anica
vre-5006760-033	OBJ			Anica
vre-5006760-034	OBJ			Anica
vre-5006760-035	OBJ			Anica
pol-724571-003	OBJ			Anica
pol-724571-004	OBJ			Anica
pol-724571-005	OBJ			Anica
pol-724571-006	OBJ			Anica
pol-724571-007	OBJ			Anica
pol-724571-008	OBJ			Anica
pol-724571-009	OBJ			Anica
pol-724571-010	OBJ			Anica
pol-771085-001	OBJ			Anica
pol-771085-003	OBJ			Anica
pol-771085-004	OBJ			Anica
pol-771085-005	OBJ			Anica
pol-771085-006	OBJ			Anica
pol-771085-007	OBJ			Anica
pol-771085-008	OBJ			Anica
pol-782685-000	OBJ			Anica
pol-782685-001	OBJ			Anica
pol-782685-002	OBJ			Anica
pol-782685-003	OBJ			Anica
pol-782685-004	OBJ			Anica
pol-782685-005	OBJ			Anica
pol-782395-000	OBJ			Anica
pol-782395-001	OBJ			Anica
pol-782395-002	OBJ			Anica
pol-782395-003	OBJ			Anica
pol-783293-001	OBJ			Anica
pol-783293-002	OBJ			Anica
pol-783293-003	OBJ			Anica
pol-783293-004	OBJ			Anica
pol-783293-005	OBJ			Anica
pol-783293-006	OBJ			Anica
pol-783293-007	OBJ			Anica
pol-783692-000	OBJ			Anica
pol-783692-001	OBJ			Anica
pol-783692-002	SUBJ			Anica
pol-783692-003	OBJ			Anica
pol-783592-003	OBJ			Anica
pol-783592-004	OBJ			Anica
pol-783592-005	OBJ			Anica
pol-783592-006	OBJ			Anica
pol-783592-007	OBJ			Anica
pol-783592-008	OBJ			Anica
pol-783592-009	OBJ			Anica
vre-4973520-000	OBJ			Anica
vre-4973520-001	OBJ			Anica
vre-4973520-002	OBJ			Anica
vre-4973520-003	OBJ			Anica
vre-4973520-004	OBJ			Anica
vre-4973520-005	OBJ			Anica
vre-4973520-006	OBJ			Anica
vre-4991499-003	OBJ			Anica
vre-4991499-005	OBJ			Anica
vre-4991499-006	OBJ			Anica
vre-4991499-007	OBJ			Anica
vre-4991499-008	OBJ			Anica
vre-4991499-009	OBJ			Anica
vre-4991499-010	OBJ			Anica
vre-5000401-002	OBJ			Anica
vre-5000401-003	OBJ			Anica
vre-5000401-004	OBJ			Anica
vre-5000401-005	OBJ			Anica
vre-5000401-006	OBJ			Anica
vre-5000401-007	OBJ			Anica
vre-5000401-008	OBJ			Anica
vre-5010643-003	OBJ			Anica
vre-5010643-004	OBJ			Anica
vre-5010643-005	OBJ			Anica
vre-5010643-007	SUBJ			Anica
vre-5010643-008	OBJ			Anica
vre-5010643-009	OBJ			Anica
vre-5010643-010	OBJ			Anica
pol-774641-005	OBJ			Anica
pol-774641-006	OBJ			Anica
pol-774641-007	OBJ			Anica
pol-774641-008	OBJ			Anica
pol-774641-009	OBJ			Anica
pol-774641-011	SUBJ			Anica
pol-774641-012	OBJ			Anica
pol-776920-000	OBJ			Anica
pol-776920-001	OBJ			Anica
pol-776920-002	OBJ			Anica
pol-776920-003	OBJ			Anica
pol-776920-004	OBJ			Anica
pol-776920-005	OBJ			Anica
pol-776920-006	OBJ			Anica
pol-776920-007	OBJ			Anica
vre-4952328-008	OBJ			Anica
vre-4952328-009	OBJ			Anica
vre-4952328-010	OBJ			Anica
vre-4952328-012	OBJ			Anica
vre-4952328-013	OBJ			Anica
vre-4952328-014	OBJ			Anica
vre-4952328-015	OBJ			Anica
vre-4994180-005	OBJ			Anica
vre-4994180-006	SUBJ			Anica
vre-4994180-007	OBJ			Anica
vre-4994180-008	OBJ			Anica
vre-4994180-009	OBJ			Anica
vre-4994180-011	OBJ			Anica
vre-4994180-012	OBJ			Anica
vre-4971487-004	OBJ			Anica
vre-4971487-005	OBJ			Anica
vre-4971487-006	OBJ			Anica
vre-4971487-007	OBJ			Anica
vre-4971487-008	OBJ			Anica
vre-4971487-009	OBJ			Anica
vre-4971487-010	OBJ			Anica
vre-4971487-011	OBJ			Anica
vre-5015033-005	OBJ			Anica
vre-5015033-006	OBJ			Anica
vre-5015033-007	OBJ			Anica
vre-5015033-008	OBJ			Anica
vre-5015033-009	OBJ			Anica
vre-5015033-010	OBJ			Anica
vre-5015033-011	OBJ			Anica
vre-5015033-012	OBJ			Anica
n1i-288928-023	SUBJ			Anica
n1i-288928-024	SUBJ			Anica
n1i-288928-025	OBJ			Anica
n1i-288928-026	SUBJ			Anica
n1i-288928-027	OBJ			Anica
n1i-288928-028	OBJ			Anica
n1i-288928-029	SUBJ	Y		Anica
n1i-259296-005	SUBJ			Anica
n1i-259296-006	SUBJ			Anica
n1i-259296-007	SUBJ			Anica
n1i-259296-008	SUBJ			Anica
n1i-259296-009	SUBJ			Anica
n1i-259296-010	SUBJ			Anica
n1i-259296-011	SUBJ			Anica
n1i-259296-012	SUBJ			Anica
n1i-596877-000	SUBJ			Anica
n1i-596877-001	SUBJ			Anica
n1i-596877-003	SUBJ			Anica
n1i-596877-004	SUBJ			Anica
n1i-596877-005	SUBJ			Anica
n1i-596877-006	SUBJ	Y		Anica
n1i-596877-007	OBJ			Anica
n1i-583616-003	OBJ			Anica
n1i-583616-004	SUBJ			Anica
n1i-583616-006	SUBJ			Anica
n1i-583616-007	SUBJ			Anica
n1i-583616-008	OBJ			Anica
n1i-583616-009	SUBJ			Anica
n1i-583616-010	OBJ			Anica
n1i-657783-026	OBJ			Anica
n1i-657783-027	OBJ			Anica
n1i-657783-028	SUBJ			Anica
n1i-657783-030	OBJ			Anica
n1i-657783-031	OBJ			Anica
n1i-657783-032	OBJ			Anica
n1i-657783-033	SUBJ			Anica
n1i-663709-006	SUBJ			Anica
n1i-663709-008	SUBJ			Anica
n1i-663709-009	OBJ			Anica
n1i-663709-010	SUBJ			Anica
n1i-663709-011	OBJ			Anica
n1i-663709-012	SUBJ			Anica
n1i-663709-013	SUBJ			Anica
n1i-976710-006	SUBJ			Anica
n1i-976710-007	SUBJ			Anica
n1i-976710-008	SUBJ			Anica
n1i-976710-010	SUBJ			Anica
n1i-976710-011	SUBJ			Anica
n1i-976710-012	OBJ			Anica
n1i-976710-013	SUBJ			Anica
n1i-818178-002	OBJ			Anica
n1i-818178-004	OBJ			Anica
n1i-818178-005	OBJ			Anica
n1i-818178-006	OBJ			Anica
n1i-818178-007	SUBJ			Anica
n1i-818178-008	OBJ			Anica
n1i-818178-009	OBJ			Anica
n1i-717253-033	SUBJ			Anica
n1i-717253-035	SUBJ			Anica
n1i-717253-036	SUBJ			Anica
n1i-717253-037	SUBJ			Anica
n1i-717253-038	OBJ			Anica
n1i-717253-039	SUBJ			Anica
n1i-717253-040	SUBJ			Anica
n1i-467835-006	SUBJ			Anica
n1i-467835-007	SUBJ			Anica
n1i-467835-008	SUBJ			Anica
n1i-467835-009	SUBJ			Anica
n1i-467835-010	SUBJ			Anica
n1i-467835-012	SUBJ			Anica
n1i-467835-013	SUBJ			Anica
n1i-609675-010	SUBJ			Anica
n1i-609675-011	SUBJ			Anica
n1i-609675-012	SUBJ	Y		Anica
n1i-609675-013	SUBJ			Anica
n1i-609675-014	SUBJ			Anica
n1i-609675-015	SUBJ			Anica
n1i-609675-017	SUBJ			Anica
n1i-148573-005	OBJ			Anica
n1i-148573-006	OBJ			Anica
n1i-148573-007	OBJ			Anica
n1i-148573-008	OBJ			Anica
n1i-148573-010	OBJ			Anica
n1i-148573-011	SUBJ			Anica
n1i-148573-012	OBJ			Anica
n1i-660704-015	OBJ			Anica
n1i-660704-016	SUBJ			Anica
n1i-660704-017	OBJ			Anica
n1i-660704-018	OBJ			Anica
n1i-660704-019	OBJ			Anica
n1i-660704-021	OBJ			Anica
n1i-660704-022	SUBJ			Anica
n1i-328638-010	OBJ			Anica
n1i-328638-011	SUBJ			Anica
n1i-328638-012	SUBJ			Anica
n1i-328638-014	SUBJ			Anica
n1i-328638-015	OBJ			Anica
n1i-328638-016	OBJ			Anica
n1i-328638-017	OBJ			Anica
n1i-803780-007	SUBJ			Anica
n1i-803780-008	SUBJ			Anica
n1i-803780-010	SUBJ			Anica
n1i-803780-011	SUBJ			Anica
n1i-803780-012	SUBJ			Anica
n1i-803780-013	OBJ			Anica
n1i-803780-014	OBJ			Anica
n1i-184573-003	SUBJ			Anica
n1i-184573-005	SUBJ			Anica
n1i-184573-006	SUBJ			Anica
n1i-184573-007	OBJ			Anica
n1i-184573-008	OBJ			Anica
n1i-184573-009	OBJ			Anica
n1i-184573-010	OBJ			Anica
n1i-514975-007	SUBJ			Anica
n1i-514975-008	SUBJ			Anica
n1i-514975-010	SUBJ			Anica
n1i-514975-011	OBJ			Anica
n1i-514975-012	SUBJ			Anica
n1i-514975-013	SUBJ			Anica
n1i-514975-014	OBJ			Anica
n1i-207824-040	SUBJ			Anica
n1i-207824-041	OBJ			Anica
n1i-207824-042	OBJ			Anica
n1i-207824-043	OBJ			Anica
n1i-207824-044	OBJ			Anica
n1i-207824-045	SUBJ			Anica
n1i-207824-046	OBJ			Anica
n1i-207824-047	SUBJ			Anica
n1i-330787-006	OBJ			Anica
n1i-330787-008	OBJ			Anica
n1i-330787-009	OBJ			Anica
n1i-330787-011	SUBJ			Anica
n1i-330787-012	SUBJ			Anica
n1i-330787-013	OBJ			Anica
n1i-933448-008	SUBJ			Anica
n1i-933448-009	SUBJ			Anica
n1i-933448-010	SUBJ			Anica
n1i-933448-011	SUBJ			Anica
n1i-933448-012	SUBJ			Anica
n1i-933448-013	SUBJ			Anica
n1i-933448-014	SUBJ			Anica
n1i-995339-000	OBJ			Anica
n1i-995339-001	OBJ			Anica
n1i-995339-002	OBJ			Anica
n1i-995339-003	OBJ			Anica
n1i-995339-005	OBJ			Anica
n1i-742971-003	OBJ			Anica
n1i-742971-004	OBJ			Anica
n1i-742971-005	OBJ			Anica
n1i-742971-006	OBJ			Anica
n1i-742971-008	OBJ			Anica
n1i-742971-009	OBJ			Anica
n1i-742971-010	OBJ			Anica
n1i-862314-036	OBJ			Anica
n1i-862314-037	OBJ			Anica
n1i-862314-038	OBJ			Anica
n1i-862314-039	OBJ			Anica
n1i-862314-040	OBJ			Anica
n1i-862314-041	OBJ			Anica
n1i-862314-042	OBJ			Anica
n1i-405916-001	SUBJ			Anica
n1i-405916-002	OBJ			Anica
n1i-405916-003	OBJ			Anica
n1i-405916-004	OBJ			Anica
n1i-405916-005	OBJ			Anica
n1i-405916-006	SUBJ			Anica
n1i-405916-007	SUBJ			Anica
n1i-405916-008	SUBJ			Anica
n1i-720270-035	OBJ			Anica
n1i-720270-036	OBJ			Anica
n1i-720270-037	SUBJ			Anica
n1i-720270-038	OBJ			Anica
n1i-720270-039	OBJ			Anica
n1i-720270-040	OBJ			Anica
n1i-720270-041	OBJ			Anica
n1i-261679-002	OBJ			Anica
n1i-261679-003	OBJ			Anica
n1i-261679-005	OBJ			Anica
n1i-261679-006	OBJ			Anica
n1i-261679-007	OBJ			Anica
n1i-261679-008	SUBJ			Anica
n1i-261679-009	SUBJ			Anica
n1i-341790-001	OBJ			Anica
n1i-341790-002	OBJ			Anica
n1i-341790-003	OBJ			Anica
n1i-341790-004	OBJ			Anica
n1i-341790-005	OBJ			Anica
n1i-173382-000	OBJ			Anica
n1i-173382-001	OBJ			Anica
n1i-173382-002	OBJ			Anica
n1i-173382-003	OBJ			Anica
n1i-173382-005	OBJ			Anica
n1i-173382-006	OBJ			Anica
n1i-597570-000	OBJ			Anica
n1i-597570-001	OBJ			Anica
n1i-597570-003	OBJ			Anica
n1i-597570-004	OBJ			Anica
n1i-597570-005	OBJ			Anica
n1i-597570-006	OBJ			Anica
n1i-597570-007	OBJ			Anica
rts-5893107-012	OBJ			Anica
rts-5893107-013	OBJ			Anica
rts-5893107-014	OBJ			Anica
rts-5893107-016	OBJ			Anica
rts-5893107-017	SUBJ			Anica
rts-5893107-018	SUBJ			Anica
rts-5893107-019	SUBJ			Anica
rts-5570266-011	SUBJ			Anica
rts-5570266-012	SUBJ			Anica
rts-5570266-013	OBJ			Anica
rts-5570266-014	OBJ			Anica
rts-5570266-015	SUBJ			Anica
rts-5570266-016	SUBJ			Anica
rts-5570266-018	SUBJ			Anica
rts-5918793-011	SUBJ			Anica
rts-5918793-012	SUBJ			Anica
rts-5918793-013	SUBJ			Anica
rts-5918793-014	OBJ			Anica
rts-5918793-016	SUBJ			Anica
rts-5918793-017	OBJ			Anica
rts-5918793-018	OBJ			Anica
rts-5863565-011	OBJ			Anica
rts-5863565-013	OBJ			Anica
rts-5863565-014	SUBJ			Anica
rts-5863565-015	OBJ			Anica
rts-5863565-016	SUBJ			Anica
rts-5863565-017	SUBJ			Anica
rts-5863565-018	SUBJ			Anica
rts-5645158-015	SUBJ			Anica
rts-5645158-016	OBJ			Anica
rts-5645158-017	OBJ			Anica
rts-5645158-019	SUBJ			Anica
rts-5645158-020	SUBJ			Anica
rts-5645158-021	SUBJ			Anica
rts-5645158-022	SUBJ			Anica
rts-6033299-057	OBJ			Anica
rts-6033299-058	OBJ			Anica
rts-6033299-060	OBJ			Anica
rts-6033299-061	OBJ			Anica
rts-6033299-062	SUBJ			Anica
rts-6033299-063	OBJ			Anica
rts-6033299-064	OBJ			Anica
rts-6037115-026	OBJ			Anica
rts-6037115-028	OBJ			Anica
rts-6037115-029	OBJ			Anica
rts-6037115-030	OBJ			Anica
rts-6037115-031	SUBJ			Anica
rts-6037115-032	OBJ			Anica
rts-6037115-033	OBJ			Anica
rts-6028727-004	OBJ			Anica
rts-6028727-005	OBJ			Anica
rts-6028727-006	OBJ			Anica
rts-6028727-007	OBJ			Anica
rts-6028727-009	OBJ			Anica
rts-6028727-010	OBJ			Anica
rts-6028727-011	OBJ			Anica
rts-6030871-008	OBJ			Anica
rts-6030871-009	OBJ			Anica
rts-6030871-010	OBJ			Anica
rts-6030871-011	OBJ			Anica
rts-6030871-012	OBJ			Anica
rts-6030871-013	OBJ			Anica
rts-6030871-014	OBJ			Anica
rts-6006306-258	SUBJ			Anica
rts-6006306-259	OBJ			Anica
rts-6006306-260	OBJ			Anica
rts-6006306-261	OBJ			Anica
rts-6006306-262	OBJ			Anica
rts-6006306-263	OBJ			Anica
rts-6006306-264	OBJ			Anica
rts-6027067-009	OBJ			Anica
rts-6027067-010	OBJ			Anica
rts-6027067-011	OBJ			Anica
rts-6027067-012	OBJ			Anica
rts-6027067-013	OBJ			Anica
rts-6027067-014	OBJ			Anica
rts-6027067-015	OBJ			Anica
rts-6036242-000	OBJ			Anica
rts-6036242-002	SUBJ			Anica
rts-6036242-003	SUBJ			Anica
rts-6036242-004	SUBJ			Anica
rts-6036242-005	SUBJ			Anica
rts-6036242-006	OBJ			Anica
rts-6036242-007	OBJ			Anica
rts-6035767-006	OBJ			Anica
rts-6035767-007	OBJ			Anica
rts-6035767-008	OBJ			Anica
rts-6035767-010	OBJ			Anica
rts-6035767-011	OBJ			Anica
rts-6035767-012	OBJ			Anica
rts-6035767-013	OBJ			Anica
dan-393301420124-007	OBJ			Anica
dan-393301420124-008	SUBJ			Anica
dan-393301420124-009	SUBJ			Anica
dan-393301420124-010	SUBJ			Anica
dan-393301420124-011	OBJ			Anica
dan-393301420124-012	SUBJ			Anica
dan-393301420124-014	SUBJ			Anica
dan-616629800977-004	OBJ			Anica
dan-616629800977-005	SUBJ	Y		Anica
dan-616629800977-006	SUBJ			Anica
dan-616629800977-007	OBJ			Anica
dan-616629800977-009	SUBJ			Anica
dan-616629800977-010	SUBJ			Anica
dan-616629800977-011	OBJ			Anica
dan-836641463989-013	SUBJ			Anica
dan-836641463989-014	SUBJ			Anica
dan-836641463989-015	SUBJ			Anica
dan-836641463989-016	SUBJ			Anica
dan-836641463989-017	SUBJ			Anica
dan-836641463989-018	SUBJ			Anica
dan-836641463989-019	OBJ			Anica
dan-850853213181-022	OBJ			Anica
dan-850853213181-023	SUBJ			Anica
dan-850853213181-025	SUBJ			Anica
dan-850853213181-026	SUBJ			Anica
dan-850853213181-027	SUBJ			Anica
dan-850853213181-028	SUBJ			Anica
dan-850853213181-029	SUBJ			Anica
dan-273156172461-005	SUBJ			Anica
dan-273156172461-006	SUBJ			Anica
dan-273156172461-007	SUBJ			Anica
dan-273156172461-008	OBJ			Anica
dan-273156172461-009	SUBJ			Anica
dan-273156172461-010	SUBJ			Anica
dan-273156172461-012	SUBJ			Anica
dan-699151381405-016	SUBJ			Anica
dan-699151381405-017	SUBJ			Anica
dan-699151381405-018	SUBJ			Anica
dan-699151381405-020	SUBJ			Anica
dan-699151381405-021	SUBJ			Anica
dan-699151381405-022	SUBJ			Anica
dan-699151381405-023	OBJ			Anica
dan-195160670087-026	SUBJ			Anica
dan-195160670087-027	SUBJ			Anica
dan-195160670087-028	SUBJ			Anica
dan-195160670087-029	SUBJ			Anica
dan-195160670087-030	SUBJ			Anica
dan-195160670087-031	OBJ			Anica
dan-195160670087-032	SUBJ			Anica
dan-195160670087-033	SUBJ			Anica
dan-485685474589-004	SUBJ			Anica
dan-485685474589-005	SUBJ			Anica
dan-485685474589-006	SUBJ			Anica
dan-485685474589-007	SUBJ			Anica
dan-485685474589-008	OBJ			Anica
dan-485685474589-009	SUBJ			Anica
dan-485685474589-011	SUBJ			Anica
dan-127370657318-025	SUBJ			Anica
dan-127370657318-026	SUBJ			Anica
dan-127370657318-027	SUBJ			Anica
dan-127370657318-028	SUBJ			Anica
dan-127370657318-030	SUBJ			Anica
dan-127370657318-031	SUBJ			Anica
dan-127370657318-032	SUBJ			Anica
dan-359298452358-003	OBJ			Anica
dan-359298452358-005	SUBJ			Anica
dan-359298452358-006	SUBJ			Anica
dan-359298452358-007	OBJ			Anica
dan-359298452358-008	SUBJ			Anica
dan-359298452358-009	OBJ			Anica
dan-359298452358-010	OBJ			Anica
dan-374730168556-002	OBJ			Anica
dan-374730168556-004	OBJ			Anica
dan-374730168556-005	OBJ			Anica
dan-374730168556-006	OBJ			Anica
dan-374730168556-007	SUBJ			Anica
dan-374730168556-008	OBJ			Anica
dan-374730168556-009	OBJ			Anica
dan-69919169093-005	SUBJ			Anica
dan-69919169093-006	SUBJ			Anica
dan-69919169093-007	SUBJ			Anica
dan-69919169093-008	OBJ			Anica
dan-69919169093-009	SUBJ			Anica
dan-69919169093-010	SUBJ			Anica
dan-69919169093-011	SUBJ			Anica
dan-69919169093-012	SUBJ			Anica
dan-918945551232-025	SUBJ			Anica
dan-918945551232-026	OBJ			Anica
dan-918945551232-027	OBJ			Anica
dan-918945551232-028	OBJ			Anica
dan-918945551232-029	SUBJ			Anica
dan-918945551232-031	OBJ			Anica
dan-918945551232-032	OBJ			Anica
dan-390414344818-023	SUBJ			Anica
dan-390414344818-025	SUBJ			Anica
dan-390414344818-026	OBJ			Anica
dan-390414344818-027	OBJ			Anica
dan-390414344818-028	OBJ			Anica
dan-390414344818-029	OBJ			Anica
dan-390414344818-030	OBJ			Anica
dan-872698080602-004	SUBJ			Anica
dan-872698080602-005	SUBJ			Anica
dan-872698080602-006	SUBJ			Anica
dan-872698080602-007	OBJ			Anica
dan-872698080602-009	SUBJ			Anica
dan-872698080602-010	SUBJ			Anica
dan-872698080602-011	SUBJ			Anica
bli-50659446364-048	SUBJ			Anica
bli-50659446364-049	SUBJ			Anica
bli-50659446364-050	OBJ			Anica
bli-50659446364-051	SUBJ			Anica
bli-50659446364-053	SUBJ			Anica
bli-50659446364-054	SUBJ			Anica
bli-50659446364-055	SUBJ			Anica
bli-15033754859-001	SUBJ			Anica
bli-15033754859-002	SUBJ			Anica
bli-15033754859-003	OBJ			Anica
bli-15033754859-004	OBJ			Anica
bli-15033754859-005	SUBJ			Anica
bli-15033754859-006	SUBJ			Anica
bli-15033754859-008	SUBJ			Anica
